grn_id,po_id,line_item_id,vendor_id,project_id,material_id,receipt_date,qty_delivered,qty_accepted,qty_rejected,grn_status,inspection_result,inspection_certificate,delivery_note_ref,storage_location,received_by,remarks,damage_flag,temperature_check,created_date
GRN-2022-0000495,PO-2023-0000916,PO-2023-0000916-L018,VND-000533,PRJ-2024-00810,MAT-00000179,2022-06-17,127,0,127,REJECTED,FAILED,,DN-865ZJN,SITE-D-WAREHOUSE-SEC-05,Michelle Martin,,False,False,2022-06-17
GRN-2019-0000496,PO-2020-0000323,PO-2020-0000323-L011,VND-000846,PRJ-2022-00110,MAT-00000299,2019-09-29,18,14,4,PARTIALLY_ACCEPTED,PASSED,CERT-23153230,DN-012EMB,SITE-D-WAREHOUSE-SEC-04,Dennis Wood,,False,False,2019-09-29
GRN-2019-0000497,PO-2024-0000334,PO-2024-0000334-L003,VND-000933,PRJ-2021-00955,MAT-00000068,2019-05-03,152,152,0,RECEIVED,PASSED,CERT-50914476,DN-906ZNP,SITE-A-WAREHOUSE-SEC-01,Michelle Harper,,False,False,2019-05-03
GRN-2023-0000498,PO-2021-0000803,PO-2021-0000803-L004,VND-000078,PRJ-2019-00239,MAT-00000322,2023-07-27,361,361,0,RECEIVED,PASSED,CERT-95013818,DN-277AMQ,SITE-B-WAREHOUSE-SEC-03,Kelly Lee,Member recognize past purpose growth pretty.,False,False,2023-07-27
GRN-2024-0000499,PO-2024-0000915,PO-2024-0000915-L009,VND-000220,PRJ-2022-00123,MAT-00000010,2024-10-04,358,314,44,PARTIALLY_ACCEPTED,PASSED,CERT-20866138,DN-214XZW,SITE-E-WAREHOUSE-SEC-02,Jennifer Gonzalez,,False,False,2024-10-04
GRN-2023-0000500,PO-2020-0000205,PO-2020-0000205-L004,VND-000346,PRJ-2021-00089,MAT-00000129,2023-07-07,197,197,0,RECEIVED,PASSED,CERT-59181804,DN-011JSU,SITE-D-WAREHOUSE-SEC-05,Suzanne Bailey,,False,True,2023-07-07
GRN-2024-0000501,PO-2020-0000621,PO-2020-0000621-L009,VND-000323,PRJ-2019-00242,MAT-00000538,2024-09-01,333,333,0,ACCEPTED,PASSED,CERT-40257672,DN-439MDZ,SITE-E-WAREHOUSE-SEC-06,Debbie Russell,,False,False,2024-09-01
GRN-2022-0000502,PO-2023-0000916,PO-2023-0000916-L016,VND-000533,PRJ-2024-00810,MAT-00000123,2022-09-27,257,257,0,ACCEPTED,PASSED,CERT-81518649,DN-181GSV,SITE-A-WAREHOUSE-SEC-04,Regina Frye,,False,False,2022-09-27
GRN-2024-0000503,PO-2020-0000205,PO-2020-0000205-L004,VND-000346,PRJ-2021-00089,MAT-00000129,2024-08-22,457,457,0,RECEIVED,PASSED,CERT-33999716,DN-894SCY,SITE-A-WAREHOUSE-SEC-01,Patricia Todd,,False,False,2024-08-22
GRN-2021-0000504,PO-2019-0000424,PO-2019-0000424-L010,VND-000896,PRJ-2023-00240,MAT-00000969,2021-11-18,267,0,267,REJECTED,FAILED,,DN-779BEH,SITE-A-WAREHOUSE-SEC-03,James Kramer,,False,False,2021-11-18
GRN-2022-0000505,PO-2024-0000162,PO-2024-0000162-L011,VND-000462,PRJ-2023-00390,MAT-00000222,2022-04-29,12,12,0,INSPECTED,PASSED,CERT-87672417,DN-335AWH,SITE-E-WAREHOUSE-SEC-06,Mercedes Baker,,False,False,2022-04-29
GRN-2023-0000506,PO-2024-0000233,PO-2024-0000233-L003,VND-000051,PRJ-2024-00187,MAT-00000774,2023-10-18,156,156,0,ACCEPTED,PASSED,CERT-44897610,DN-416RVV,SITE-B-WAREHOUSE-SEC-03,Timothy Woods,,False,False,2023-10-18
GRN-2025-0000507,PO-2021-0000399,PO-2021-0000399-L003,VND-000317,PRJ-2020-00936,MAT-00000679,2025-03-24,317,0,317,RETURNED,PASSED,CERT-33536332,DN-539RLV,SITE-E-WAREHOUSE-SEC-03,Susan Porter,,False,False,2025-03-24
GRN-2020-0000508,PO-2021-0000413,PO-2021-0000413-L002,VND-000938,PRJ-2019-00841,MAT-00000462,2020-05-13,226,226,0,ACCEPTED,PASSED,CERT-14655890,DN-333QNO,SITE-C-WAREHOUSE-SEC-02,David Montgomery,,False,False,2020-05-13
GRN-2022-0000509,PO-2023-0000134,PO-2023-0000134-L012,VND-000997,PRJ-2022-00345,MAT-00000122,2022-07-27,13,13,0,RECEIVED,CONDITIONAL,CERT-52978923,DN-211FRQ,SITE-D-WAREHOUSE-SEC-02,Aaron Vincent DVM,,False,False,2022-07-27
GRN-2023-0000510,PO-2024-0000915,PO-2024-0000915-L008,VND-000220,PRJ-2022-00123,MAT-00000050,2023-10-21,497,0,497,REJECTED,FAILED,,DN-759UFK,SITE-B-WAREHOUSE-SEC-05,Katherine Joyce,,False,False,2023-10-21
GRN-2022-0000511,PO-2024-0000437,PO-2024-0000437-L011,VND-000237,PRJ-2020-00759,MAT-00000053,2022-07-25,13,13,0,RECEIVED,PASSED,CERT-22412607,DN-846OWK,SITE-E-WAREHOUSE-SEC-02,Joseph Henderson,,False,False,2022-07-25
GRN-2023-0000512,PO-2024-0000471,PO-2024-0000471-L015,VND-000102,PRJ-2019-00614,MAT-00000805,2023-10-03,43,43,0,INSPECTED,PASSED,CERT-21727533,DN-808WZR,SITE-D-WAREHOUSE-SEC-06,Joyce Martinez,,False,False,2023-10-03
GRN-2023-0000513,PO-2021-0000140,PO-2021-0000140-L012,VND-000799,PRJ-2023-00220,MAT-00000858,2023-03-17,204,204,0,ACCEPTED,PASSED,CERT-11636220,DN-875SAA,SITE-D-WAREHOUSE-SEC-03,Jamie Garcia,,False,False,2023-03-17
GRN-2025-0000514,PO-2021-0000594,PO-2021-0000594-L006,VND-000515,PRJ-2024-00280,MAT-00000691,2025-08-15,213,213,0,ACCEPTED,PASSED,CERT-66885794,DN-594LJQ,SITE-C-WAREHOUSE-SEC-02,John Austin,,False,False,2025-08-15
GRN-2023-0000515,PO-2020-0000586,PO-2020-0000586-L001,VND-000582,PRJ-2021-00031,MAT-00000589,2023-06-21,269,0,269,RETURNED,PASSED,CERT-21871327,DN-527BNA,SITE-A-WAREHOUSE-SEC-05,Jacqueline Dickerson,Late number without rather.,False,False,2023-06-21
GRN-2020-0000516,PO-2021-0000594,PO-2021-0000594-L001,VND-000515,PRJ-2024-00280,MAT-00000914,2020-04-05,103,0,103,REJECTED,FAILED,,DN-143JBY,SITE-D-WAREHOUSE-SEC-03,Robert Rodgers,South computer matter yet support military.,False,False,2020-04-05
GRN-2021-0000517,PO-2022-0000331,PO-2022-0000331-L011,VND-000696,PRJ-2024-00718,MAT-00000424,2021-03-20,2,2,0,RECEIVED,CONDITIONAL,CERT-95437748,DN-574QJK,SITE-C-WAREHOUSE-SEC-03,Brett Martin,,False,False,2021-03-20
GRN-2022-0000518,PO-2021-0000363,PO-2021-0000363-L008,VND-000118,PRJ-2023-00741,MAT-00000767,2022-05-22,62,62,0,INSPECTED,PASSED,CERT-58554539,DN-347OGC,SITE-D-WAREHOUSE-SEC-01,Debbie Ward,,False,False,2022-05-22
GRN-2024-0000519,PO-2024-0000128,PO-2024-0000128-L011,VND-000228,PRJ-2024-00321,MAT-00000047,2024-10-21,263,263,0,RECEIVED,PASSED,CERT-17853132,DN-845BAH,SITE-A-WAREHOUSE-SEC-03,Michael Jacobs,Office power company sister great pull.,False,False,2024-10-21
GRN-2021-0000520,PO-2021-0000413,PO-2021-0000413-L004,VND-000938,PRJ-2019-00841,MAT-00000040,2021-07-02,490,490,0,ACCEPTED,PASSED,CERT-95757950,DN-771YNS,SITE-A-WAREHOUSE-SEC-03,Tyler Oneill,,False,False,2021-07-02
GRN-2020-0000521,PO-2019-0000439,PO-2019-0000439-L008,VND-000711,PRJ-2023-00346,MAT-00000944,2020-06-10,447,447,0,ACCEPTED,PASSED,CERT-58656970,DN-569KZE,SITE-C-WAREHOUSE-SEC-03,Greg Edwards,Report painting house thought.,False,False,2020-06-10
GRN-2019-0000522,PO-2020-0000849,PO-2020-0000849-L014,VND-000308,PRJ-2022-00006,MAT-00000560,2019-03-25,175,175,0,ACCEPTED,PASSED,CERT-39677351,DN-598CAK,SITE-A-WAREHOUSE-SEC-02,Alexander Luna,,False,False,2019-03-25
GRN-2024-0000523,PO-2024-0000780,PO-2024-0000780-L004,VND-000668,PRJ-2022-00070,MAT-00000649,2024-08-01,360,59,301,PARTIALLY_ACCEPTED,PASSED,CERT-27613681,DN-413KZG,SITE-D-WAREHOUSE-SEC-01,Timothy Kennedy,,False,False,2024-08-01
GRN-2021-0000524,PO-2020-0000849,PO-2020-0000849-L016,VND-000308,PRJ-2022-00006,MAT-00000038,2021-06-25,497,497,0,ACCEPTED,PASSED,CERT-25917805,DN-006HWF,SITE-B-WAREHOUSE-SEC-06,Luke Miller,,False,False,2021-06-25
GRN-2020-0000525,PO-2020-0000051,PO-2020-0000051-L009,VND-000196,PRJ-2019-00654,MAT-00000152,2020-02-27,391,391,0,ACCEPTED,PASSED,CERT-67881056,DN-643PVS,SITE-A-WAREHOUSE-SEC-01,Cameron Rose,Agreement professional team foot.,False,False,2020-02-27
GRN-2023-0000526,PO-2019-0000889,PO-2019-0000889-L017,VND-000735,PRJ-2023-00248,MAT-00000186,2023-06-04,34,34,0,INSPECTED,PASSED,CERT-90771151,DN-778RJC,SITE-A-WAREHOUSE-SEC-01,Travis Ryan,,False,False,2023-06-04
GRN-2021-0000527,PO-2021-0000803,PO-2021-0000803-L009,VND-000078,PRJ-2019-00239,MAT-00000078,2021-10-24,486,0,486,REJECTED,FAILED,,DN-997OVO,SITE-C-WAREHOUSE-SEC-03,Jessica Bowman,,False,False,2021-10-24
GRN-2023-0000528,PO-2024-0000305,PO-2024-0000305-L005,VND-000947,PRJ-2019-00676,MAT-00000312,2023-04-09,112,112,0,RECEIVED,FAILED,,DN-845EIO,SITE-C-WAREHOUSE-SEC-02,Jessica Diaz,,False,True,2023-04-09
GRN-2020-0000529,PO-2024-0000977,PO-2024-0000977-L015,VND-000691,PRJ-2019-00844,MAT-00000572,2020-04-04,302,302,0,ACCEPTED,PASSED,CERT-34273079,DN-424AAH,SITE-D-WAREHOUSE-SEC-06,Sarah Cooper,,False,False,2020-04-04
GRN-2023-0000530,PO-2019-0000791,PO-2019-0000791-L002,VND-000924,PRJ-2020-00142,MAT-00000804,2023-09-24,57,57,0,RECEIVED,PASSED,CERT-48691113,DN-780SFW,SITE-B-WAREHOUSE-SEC-04,Adam Jordan,,True,False,2023-09-24
GRN-2019-0000531,PO-2020-0000602,PO-2020-0000602-L003,VND-000018,PRJ-2023-00176,MAT-00000738,2019-08-16,500,500,0,ACCEPTED,PASSED,CERT-67440042,DN-493YAJ,SITE-B-WAREHOUSE-SEC-05,Jason Castro,,False,False,2019-08-16
GRN-2022-0000532,PO-2019-0000608,PO-2019-0000608-L001,VND-000657,PRJ-2022-00877,MAT-00000055,2022-12-11,252,0,252,RETURNED,PASSED,CERT-98388851,DN-632TVP,SITE-A-WAREHOUSE-SEC-04,James Baker,,False,False,2022-12-11
GRN-2024-0000533,PO-2019-0000889,PO-2019-0000889-L014,VND-000735,PRJ-2023-00248,MAT-00000211,2024-07-05,34,0,34,RETURNED,PASSED,CERT-64262755,DN-638WZN,SITE-B-WAREHOUSE-SEC-03,Melinda Mitchell,Speak include table consumer face PM.,False,False,2024-07-05
GRN-2021-0000534,PO-2019-0000439,PO-2019-0000439-L008,VND-000711,PRJ-2023-00346,MAT-00000944,2021-11-26,405,405,0,INSPECTED,PASSED,CERT-90955493,DN-974SNF,SITE-D-WAREHOUSE-SEC-03,Alec Williams,,False,False,2021-11-26
GRN-2020-0000535,PO-2020-0000621,PO-2020-0000621-L003,VND-000323,PRJ-2019-00242,MAT-00000580,2020-11-17,119,119,0,ACCEPTED,PASSED,CERT-17093731,DN-802GSR,SITE-B-WAREHOUSE-SEC-01,Jeffrey Smith,,False,True,2020-11-17
GRN-2020-0000536,PO-2023-0000321,PO-2023-0000321-L008,VND-000371,PRJ-2020-00630,MAT-00000332,2020-02-19,320,320,0,ACCEPTED,PASSED,CERT-76060289,DN-120FNV,SITE-A-WAREHOUSE-SEC-06,Richard Jimenez,,False,False,2020-02-19
GRN-2022-0000537,PO-2020-0000751,PO-2020-0000751-L010,VND-000345,PRJ-2023-00480,MAT-00000290,2022-01-10,280,0,280,REJECTED,FAILED,,DN-570VFW,SITE-A-WAREHOUSE-SEC-04,Amy Rowe,Myself consider time.,False,False,2022-01-10
GRN-2022-0000538,PO-2020-0000488,PO-2020-0000488-L006,VND-000150,PRJ-2024-00779,MAT-00000551,2022-06-05,400,400,0,ACCEPTED,PASSED,CERT-51937627,DN-460HXT,SITE-B-WAREHOUSE-SEC-04,Ray Ramos,,False,False,2022-06-05
GRN-2024-0000539,PO-2022-0000331,PO-2022-0000331-L008,VND-000696,PRJ-2024-00718,MAT-00000494,2024-10-14,244,244,0,ACCEPTED,PASSED,CERT-45351739,DN-037VXG,SITE-B-WAREHOUSE-SEC-05,Vickie Kennedy,,False,False,2024-10-14
GRN-2021-0000540,PO-2020-0000621,PO-2020-0000621-L001,VND-000323,PRJ-2019-00242,MAT-00000074,2021-07-07,66,66,0,ACCEPTED,PASSED,CERT-93906615,DN-452OUC,SITE-C-WAREHOUSE-SEC-06,Krista Martinez,,False,False,2021-07-07
GRN-2021-0000541,PO-2020-0000323,PO-2020-0000323-L005,VND-000846,PRJ-2022-00110,MAT-00000185,2021-06-09,332,332,0,INSPECTED,FAILED,,DN-743XDQ,SITE-E-WAREHOUSE-SEC-01,Brian Chen,Address some once how during.,False,False,2021-06-09
GRN-2019-0000542,PO-2023-0000134,PO-2023-0000134-L011,VND-000997,PRJ-2022-00345,MAT-00000554,2019-09-21,291,0,291,REJECTED,FAILED,,DN-097SMJ,SITE-D-WAREHOUSE-SEC-03,Brandon Moore,,True,False,2019-09-21
GRN-2023-0000543,PO-2021-0000165,PO-2021-0000165-L005,VND-000915,PRJ-2020-00658,MAT-00000924,2023-12-12,354,354,0,ACCEPTED,PASSED,CERT-99575241,DN-195WOD,SITE-B-WAREHOUSE-SEC-03,Matthew Miles,,False,False,2023-12-12
GRN-2022-0000544,PO-2022-0000209,PO-2022-0000209-L005,VND-000664,PRJ-2024-00085,MAT-00000860,2022-04-20,431,275,156,PARTIALLY_ACCEPTED,PASSED,CERT-86976644,DN-127OUJ,SITE-C-WAREHOUSE-SEC-03,Nicole Trujillo,,False,False,2022-04-20
GRN-2019-0000545,PO-2022-0000447,PO-2022-0000447-L003,VND-000723,PRJ-2022-00149,MAT-00000656,2019-10-18,35,35,0,ACCEPTED,PASSED,CERT-56616029,DN-730SYW,SITE-E-WAREHOUSE-SEC-04,Danielle Williams,,False,False,2019-10-18
GRN-2025-0000546,PO-2020-0000051,PO-2020-0000051-L002,VND-000196,PRJ-2019-00654,MAT-00000175,2025-05-09,206,206,0,INSPECTED,PASSED,CERT-83492593,DN-784ISF,SITE-E-WAREHOUSE-SEC-05,Cody Bailey,,True,False,2025-05-09
GRN-2025-0000547,PO-2023-0000098,PO-2023-0000098-L006,VND-000778,PRJ-2020-00453,MAT-00000598,2025-08-28,381,0,381,RETURNED,PASSED,CERT-92466364,DN-749JKE,SITE-C-WAREHOUSE-SEC-06,Joanna Weiss,,False,False,2025-08-28
GRN-2024-0000548,PO-2024-0000305,PO-2024-0000305-L037,VND-000947,PRJ-2019-00676,MAT-00000590,2024-03-18,124,124,0,ACCEPTED,PASSED,CERT-18647316,DN-857AXO,SITE-C-WAREHOUSE-SEC-04,Morgan Andrade,,False,False,2024-03-18
GRN-2021-0000549,PO-2021-0000600,PO-2021-0000600-L007,VND-000537,PRJ-2023-00582,MAT-00000488,2021-02-28,123,123,0,INSPECTED,PASSED,CERT-51680049,DN-959PUU,SITE-B-WAREHOUSE-SEC-02,Walter Fuentes,,False,False,2021-02-28
GRN-2024-0000550,PO-2024-0000437,PO-2024-0000437-L017,VND-000237,PRJ-2020-00759,MAT-00000508,2024-05-22,133,133,0,RECEIVED,PASSED,CERT-15668332,DN-387XJJ,SITE-E-WAREHOUSE-SEC-02,Erica Davidson,,False,True,2024-05-22
GRN-2025-0000551,PO-2024-0000437,PO-2024-0000437-L008,VND-000237,PRJ-2020-00759,MAT-00000448,2025-07-28,462,0,462,REJECTED,FAILED,,DN-118QEC,SITE-C-WAREHOUSE-SEC-06,Beverly Russo,Blood court all politics.,False,False,2025-07-28
GRN-2020-0000552,PO-2019-0000791,PO-2019-0000791-L010,VND-000924,PRJ-2020-00142,MAT-00000368,2020-12-06,268,0,268,REJECTED,FAILED,,DN-678NSL,SITE-E-WAREHOUSE-SEC-05,Jacob Obrien,,False,False,2020-12-06
GRN-2025-0000553,PO-2020-0000519,PO-2020-0000519-L002,VND-000730,PRJ-2023-00055,MAT-00000370,2025-05-01,384,384,0,ACCEPTED,PASSED,CERT-33508806,DN-103PFF,SITE-D-WAREHOUSE-SEC-02,Mark Ward,,False,False,2025-05-01
GRN-2025-0000554,PO-2019-0000889,PO-2019-0000889-L013,VND-000735,PRJ-2023-00248,MAT-00000526,2025-06-12,58,58,0,ACCEPTED,PASSED,CERT-43064092,DN-650NRH,SITE-E-WAREHOUSE-SEC-04,Benjamin Torres,,False,False,2025-06-12
GRN-2021-0000555,PO-2019-0000390,PO-2019-0000390-L003,VND-000999,PRJ-2023-00587,MAT-00000906,2021-11-07,496,496,0,RECEIVED,PASSED,CERT-17337997,DN-381GUO,SITE-A-WAREHOUSE-SEC-06,Chelsey Fox,,False,False,2021-11-07
GRN-2023-0000556,PO-2020-0000602,PO-2020-0000602-L002,VND-000018,PRJ-2023-00176,MAT-00000451,2023-12-17,416,416,0,ACCEPTED,PASSED,CERT-69378298,DN-392JVJ,SITE-A-WAREHOUSE-SEC-05,Brian Fowler,,False,False,2023-12-17
GRN-2021-0000557,PO-2020-0000051,PO-2020-0000051-L003,VND-000196,PRJ-2019-00654,MAT-00000397,2021-03-24,108,108,0,INSPECTED,PASSED,CERT-96493863,DN-576GKY,SITE-D-WAREHOUSE-SEC-06,James Morgan,,True,False,2021-03-24
GRN-2025-0000558,PO-2020-0000621,PO-2020-0000621-L015,VND-000323,PRJ-2019-00242,MAT-00000716,2025-06-20,431,431,0,ACCEPTED,PASSED,CERT-45026810,DN-289CWU,SITE-D-WAREHOUSE-SEC-01,Yesenia Kirk,,False,False,2025-06-20
GRN-2025-0000559,PO-2023-0000100,PO-2023-0000100-L007,VND-000093,PRJ-2019-00462,MAT-00000242,2025-11-25,27,27,0,RECEIVED,PASSED,CERT-96046825,DN-665MPK,SITE-B-WAREHOUSE-SEC-06,Jaime Pierce,Growth laugh where a.,False,False,2025-11-25
GRN-2021-0000560,PO-2020-0000920,PO-2020-0000920-L009,VND-000062,PRJ-2023-00799,MAT-00000875,2021-11-29,497,497,0,ACCEPTED,PASSED,CERT-52869025,DN-049BHI,SITE-B-WAREHOUSE-SEC-05,Elizabeth Evans MD,,False,False,2021-11-29
GRN-2020-0000561,PO-2024-0000128,PO-2024-0000128-L012,VND-000228,PRJ-2024-00321,MAT-00000660,2020-07-31,44,44,0,INSPECTED,PASSED,CERT-60643036,DN-504JGJ,SITE-C-WAREHOUSE-SEC-02,Laura Davis,,False,False,2020-07-31
GRN-2019-0000562,PO-2024-0000158,PO-2024-0000158-L002,VND-000621,PRJ-2023-00805,MAT-00000434,2019-08-25,46,46,0,INSPECTED,PASSED,CERT-32650041,DN-752IQX,SITE-B-WAREHOUSE-SEC-03,Danielle Scott,Begin hundred truth safe.,False,False,2019-08-25
GRN-2020-0000563,PO-2020-0000586,PO-2020-0000586-L004,VND-000582,PRJ-2021-00031,MAT-00000135,2020-09-26,8,8,0,ACCEPTED,PASSED,CERT-76323560,DN-572FSS,SITE-D-WAREHOUSE-SEC-04,Susan Larson,Also space high sister.,False,False,2020-09-26
GRN-2025-0000564,PO-2024-0000266,PO-2024-0000266-L001,VND-000158,PRJ-2023-00679,MAT-00000704,2025-08-09,67,67,0,ACCEPTED,PASSED,CERT-47979220,DN-556AHX,SITE-B-WAREHOUSE-SEC-05,Matthew Guzman,,False,False,2025-08-09
GRN-2025-0000565,PO-2019-0000441,PO-2019-0000441-L006,VND-000251,PRJ-2022-00017,MAT-00000576,2025-05-08,231,231,0,INSPECTED,PASSED,CERT-71493746,DN-060THC,SITE-C-WAREHOUSE-SEC-05,Karl Murphy,Check purpose young wife.,False,False,2025-05-08
GRN-2024-0000566,PO-2020-0000715,PO-2020-0000715-L008,VND-000130,PRJ-2020-00699,MAT-00000039,2024-05-11,377,306,71,PARTIALLY_ACCEPTED,PASSED,CERT-16994436,DN-998FOB,SITE-A-WAREHOUSE-SEC-01,James Anderson,,False,False,2024-05-11
GRN-2023-0000567,PO-2019-0000608,PO-2019-0000608-L001,VND-000657,PRJ-2022-00877,MAT-00000055,2023-01-03,415,24,391,PARTIALLY_ACCEPTED,PASSED,CERT-50601849,DN-179VDJ,SITE-C-WAREHOUSE-SEC-05,Bradley Shaw,,False,False,2023-01-03
GRN-2023-0000568,PO-2019-0000692,PO-2019-0000692-L004,VND-000021,PRJ-2020-00812,MAT-00000713,2023-06-23,477,477,0,ACCEPTED,PASSED,CERT-81192277,DN-227JMF,SITE-D-WAREHOUSE-SEC-02,Kenneth Hoffman,,False,False,2023-06-23
GRN-2020-0000569,PO-2020-0000751,PO-2020-0000751-L005,VND-000345,PRJ-2023-00480,MAT-00000327,2020-05-24,475,221,254,PARTIALLY_ACCEPTED,PASSED,CERT-45400991,DN-833ERX,SITE-C-WAREHOUSE-SEC-05,Michael Johnston,,False,False,2020-05-24
GRN-2024-0000570,PO-2022-0000331,PO-2022-0000331-L009,VND-000696,PRJ-2024-00718,MAT-00000324,2024-11-21,337,0,337,REJECTED,FAILED,,DN-166XWM,SITE-D-WAREHOUSE-SEC-01,Kirk Johnson,College glass start sort.,False,False,2024-11-21
GRN-2020-0000571,PO-2020-0000721,PO-2020-0000721-L011,VND-000256,PRJ-2020-00989,MAT-00000465,2020-08-14,21,0,21,REJECTED,FAILED,,DN-927COM,SITE-C-WAREHOUSE-SEC-06,Brittney Chandler,,False,False,2020-08-14
GRN-2020-0000572,PO-2019-0000080,PO-2019-0000080-L011,VND-000541,PRJ-2024-00250,MAT-00000939,2020-03-27,428,428,0,INSPECTED,PASSED,CERT-99004832,DN-110PNJ,SITE-E-WAREHOUSE-SEC-03,Samantha Smith,,False,False,2020-03-27
GRN-2023-0000573,PO-2020-0000621,PO-2020-0000621-L002,VND-000323,PRJ-2019-00242,MAT-00000963,2023-09-13,394,394,0,RECEIVED,PASSED,CERT-26373347,DN-147EBV,SITE-A-WAREHOUSE-SEC-03,Joshua Harris,,False,False,2023-09-13
GRN-2025-0000574,PO-2020-0000519,PO-2020-0000519-L013,VND-000730,PRJ-2023-00055,MAT-00000513,2025-08-21,338,246,92,PARTIALLY_ACCEPTED,PASSED,CERT-54214932,DN-848ENU,SITE-C-WAREHOUSE-SEC-05,Melissa Barnett MD,,False,False,2025-08-21
GRN-2021-0000575,PO-2020-0000205,PO-2020-0000205-L006,VND-000346,PRJ-2021-00089,MAT-00000148,2021-01-25,67,28,39,PARTIALLY_ACCEPTED,PASSED,CERT-19492426,DN-804KDS,SITE-C-WAREHOUSE-SEC-03,Michael Nelson,,False,True,2021-01-25
GRN-2021-0000576,PO-2021-0000363,PO-2021-0000363-L007,VND-000118,PRJ-2023-00741,MAT-00000588,2021-04-17,11,11,0,ACCEPTED,PASSED,CERT-48243447,DN-701YQR,SITE-B-WAREHOUSE-SEC-04,Susan Ward,,False,False,2021-04-17
GRN-2021-0000577,PO-2022-0000331,PO-2022-0000331-L008,VND-000696,PRJ-2024-00718,MAT-00000494,2021-12-17,463,0,463,REJECTED,FAILED,,DN-104PYO,SITE-E-WAREHOUSE-SEC-02,Katie Mckinney,Machine others because current whom.,False,False,2021-12-17
GRN-2022-0000578,PO-2021-0000118,PO-2021-0000118-L005,VND-000671,PRJ-2020-00373,MAT-00000843,2022-08-05,47,47,0,ACCEPTED,PASSED,CERT-94649276,DN-800PHT,SITE-C-WAREHOUSE-SEC-05,James Moore,,True,False,2022-08-05
GRN-2022-0000579,PO-2024-0000128,PO-2024-0000128-L001,VND-000228,PRJ-2024-00321,MAT-00000306,2022-09-27,254,254,0,INSPECTED,PASSED,CERT-68700864,DN-555OTP,SITE-E-WAREHOUSE-SEC-01,Veronica Hill MD,These three spring ahead.,False,False,2022-09-27
GRN-2020-0000580,PO-2024-0000128,PO-2024-0000128-L009,VND-000228,PRJ-2024-00321,MAT-00000464,2020-10-18,152,152,0,ACCEPTED,PASSED,CERT-16052535,DN-843JVZ,SITE-A-WAREHOUSE-SEC-05,Anita Reyes,,False,False,2020-10-18
GRN-2022-0000581,PO-2019-0000042,PO-2019-0000042-L015,VND-000399,PRJ-2023-00205,MAT-00000400,2022-02-11,300,300,0,ACCEPTED,PASSED,CERT-98795539,DN-936PKJ,SITE-E-WAREHOUSE-SEC-01,Erik Jacobs,,False,False,2022-02-11
GRN-2019-0000582,PO-2020-0000721,PO-2020-0000721-L002,VND-000256,PRJ-2020-00989,MAT-00000422,2019-08-21,371,371,0,ACCEPTED,PASSED,CERT-55813124,DN-782NPI,SITE-D-WAREHOUSE-SEC-05,Melinda Harris,,False,False,2019-08-21
GRN-2020-0000583,PO-2024-0000305,PO-2024-0000305-L016,VND-000947,PRJ-2019-00676,MAT-00000485,2020-09-30,223,223,0,ACCEPTED,PASSED,CERT-11785713,DN-248IBX,SITE-A-WAREHOUSE-SEC-01,Timothy Stark,,False,False,2020-09-30
GRN-2025-0000584,PO-2019-0000042,PO-2019-0000042-L012,VND-000399,PRJ-2023-00205,MAT-00000498,2025-11-12,317,317,0,ACCEPTED,PASSED,CERT-63015631,DN-518IUH,SITE-C-WAREHOUSE-SEC-06,Ryan Thomas,,False,False,2025-11-12
GRN-2020-0000585,PO-2019-0000424,PO-2019-0000424-L010,VND-000896,PRJ-2023-00240,MAT-00000969,2020-04-17,14,14,0,INSPECTED,PASSED,CERT-42451191,DN-056ATC,SITE-D-WAREHOUSE-SEC-06,Samantha Walsh,,False,False,2020-04-17
GRN-2020-0000586,PO-2020-0000586,PO-2020-0000586-L001,VND-000582,PRJ-2021-00031,MAT-00000589,2020-02-29,12,12,0,ACCEPTED,PASSED,CERT-69762583,DN-423GIL,SITE-B-WAREHOUSE-SEC-02,William Jensen,,False,False,2020-02-29
GRN-2023-0000587,PO-2019-0000791,PO-2019-0000791-L017,VND-000924,PRJ-2020-00142,MAT-00000256,2023-01-05,27,11,16,PARTIALLY_ACCEPTED,PASSED,CERT-67953597,DN-999OMO,SITE-A-WAREHOUSE-SEC-06,Alexander Miller,,False,False,2023-01-05
GRN-2023-0000588,PO-2022-0000447,PO-2022-0000447-L017,VND-000723,PRJ-2022-00149,MAT-00000074,2023-10-30,263,263,0,ACCEPTED,PASSED,CERT-75485030,DN-728MET,SITE-E-WAREHOUSE-SEC-06,Catherine Hughes,,False,True,2023-10-30
GRN-2023-0000589,PO-2020-0000519,PO-2020-0000519-L005,VND-000730,PRJ-2023-00055,MAT-00000699,2023-08-31,456,456,0,ACCEPTED,PASSED,CERT-96728786,DN-722MOC,SITE-A-WAREHOUSE-SEC-04,Wayne Schaefer,,False,True,2023-08-31
GRN-2021-0000590,PO-2022-0000447,PO-2022-0000447-L012,VND-000723,PRJ-2022-00149,MAT-00000904,2021-10-28,113,113,0,INSPECTED,FAILED,,DN-633WNE,SITE-C-WAREHOUSE-SEC-05,Troy Gonzales,,False,False,2021-10-28
