po_id,po_type,po_status,priority,vendor_id,project_id,po_date,delivery_date,approval_date,po_value,tax_rate,tax_amount,total_value,currency,payment_terms,delivery_terms,description,buyer_name,requisition_ref,ship_to_address,notes,created_date
PO-2023-0000490,BLANKET,COMPLETED,URGENT,VND-000716,PRJ-2023-00138,2023-05-13,2023-09-28,2023-05-26,699392.73,0.1,69939.27,769332.0,USD,NET-30,DDP,Hear home strong senior eight cultural today hotel practice later.,Walter Powers,REQ-2023-792142,"10613 Kathleen Street, Marissaborough, FM 78260",,2023-05-13
PO-2023-0000491,BLANKET,COMPLETED,NORMAL,VND-000644,PRJ-2019-00270,2023-03-28,2023-09-15,2023-04-08,240489.77,0.15,36073.47,276563.24,USD,NET-60,DAP,Guess approach personal note this education memory.,Daniel White,REQ-2023-436050,"657 Guzman Expressway Suite 789, Laurabury, CA 81289",This system people tax.,2023-03-28
PO-2023-0000492,STANDARD,ISSUED,URGENT,VND-000042,PRJ-2024-00784,2023-04-08,2023-05-16,2023-04-15,1433934.99,0.1,143393.5,1577328.49,EUR,NET-60,CIF,Us field high nothing city apply democratic.,Jay Walter,REQ-2023-468332,"040 Kevin Greens Suite 310, Thompsonville, CO 95503",Lay though reason event against.,2023-04-08
PO-2020-0000493,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000100,PRJ-2023-00890,2020-04-13,2020-07-22,2020-04-16,266423.38,0.1,26642.34,293065.72,SAR,NET-30,FOB,Look rule check assume question air market store include win.,Amanda Brown,REQ-2020-583298,"473 Johnson Groves Apt. 370, Port Annachester, OH 92637",,2020-04-13
PO-2022-0000494,BLANKET,ISSUED,CRITICAL,VND-000989,PRJ-2023-00023,2023-03-28,2023-09-04,2023-04-04,86375.47,0.1,8637.55,95013.02,EUR,NET-60,EXW,Social resource score expert because happen star name health.,Molly Fernandez,REQ-2022-612081,"2965 Lucero Trafficway Suite 278, Wardchester, CO 79426",Those four grow level send.,2023-03-28
PO-2024-0000495,STANDARD,COMPLETED,NORMAL,VND-000265,PRJ-2020-00630,2023-01-28,2023-06-02,2023-02-01,1510194.33,0.1,151019.43,1661213.76,EUR,NET-60,FCA,Threat gas truth work certain game.,Natasha Rosales,REQ-2024-925386,"616 Veronica Plains, New Daletown, KS 72649",Science range skin major.,2023-01-28
PO-2023-0000496,STANDARD,ISSUED,NORMAL,VND-000363,PRJ-2022-00640,2020-01-24,2020-07-07,2020-01-30,463560.44,0.0,0.0,463560.44,USD,NET-30,CIF,Rule someone nature house prevent hotel officer seek.,Victoria Perez,REQ-2023-656860,"308 Tyler Cliffs, Johnfurt, ME 27927",,2020-01-24
PO-2020-0000497,STANDARD,COMPLETED,NORMAL,VND-000488,PRJ-2020-00444,2021-03-30,2021-07-28,2021-04-06,69933.82,0.1,6993.38,76927.2,USD,NET-30,CIF,Point week course administration fast debate still quite attack laugh.,Tony Stanley,REQ-2020-804181,"6534 Harvey Neck Apt. 707, Michaelview, UT 62576",,2021-03-30
PO-2020-0000498,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000833,PRJ-2023-00219,2022-01-02,2022-06-28,2022-01-11,193221.71,0.15,28983.26,222204.97,USD,LC-AT-SIGHT,FCA,Send show institution onto thing we range yes.,Victor Blake,REQ-2020-554793,"113 Shawn Summit Suite 397, West Kylemouth, IL 80942",,2022-01-02
PO-2024-0000499,BLANKET,ISSUED,NORMAL,VND-000239,PRJ-2021-00765,2023-11-19,2024-03-17,2023-11-25,84902.44,0.1,8490.24,93392.68,USD,LC-AT-SIGHT,DAP,Believe raise order push agreement media attorney Congress.,Karl Solis,REQ-2024-764721,"9187 Rachel Hill, North Kelly, MA 56433",Rather why baby lot.,2023-11-19
PO-2022-0000500,STANDARD,APPROVED,NORMAL,VND-000380,PRJ-2019-00416,2020-04-10,2020-06-01,2020-04-14,46195.62,0.05,2309.78,48505.4,EUR,NET-30,FCA,Accept simply southern town significant analysis consumer.,Michael Bruce,REQ-2022-425625,"112 David Rapids Apt. 775, Smithhaven, MH 91440",,2020-04-10
PO-2023-0000501,FRAMEWORK,COMPLETED,NORMAL,VND-000442,PRJ-2021-00140,2021-11-24,2022-02-17,2021-12-05,737788.93,0.0,0.0,737788.93,USD,NET-90,DDP,Play blood list everything newspaper institution assume enjoy.,Heather Morales,REQ-2023-144283,"PSC 2102, Box 1923, APO AA 86990",,2021-11-24
PO-2022-0000502,EMERGENCY,PENDING_APPROVAL,CRITICAL,VND-000511,PRJ-2020-00617,2019-09-18,2020-01-14,,2400769.74,0.1,240076.97,2640846.71,GBP,LC-AT-SIGHT,DDP,Health enjoy at so control including nice discussion challenge card.,Alexandra Brown,REQ-2022-194693,"498 Kevin Valleys, West Samantha, VI 63466",,2019-09-18
PO-2024-0000503,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000187,PRJ-2024-00535,2024-07-26,2024-09-01,2024-07-30,45329.75,0.1,4532.98,49862.73,USD,NET-90,FCA,Country listen long between hold plant.,Regina Thomas,REQ-2024-428634,"78192 Courtney Loop, Sharonview, MT 08322",,2024-07-26
PO-2023-0000504,EMERGENCY,COMPLETED,CRITICAL,VND-000705,PRJ-2020-00224,2020-03-13,2020-05-10,2020-03-17,477138.98,0.05,23856.95,500995.93,EUR,LC-90-DAYS,CIF,Amount fly house cover risk health last student different.,Karen Avery,REQ-2023-366659,"239 Crawford Club Suite 906, New Christopherberg, WI 84570",,2020-03-13
PO-2019-0000505,STANDARD,COMPLETED,NORMAL,VND-000705,PRJ-2023-00487,2022-02-11,2022-04-03,2022-02-17,111215.93,0.05,5560.8,116776.73,USD,NET-60,CIF,Hard hotel let southern true.,Joseph Murphy,REQ-2019-423141,"769 Taylor Course Suite 588, West Crystalview, VI 38373",Message fine town trade not give fill stay.,2022-02-11
PO-2023-0000506,STANDARD,COMPLETED,URGENT,VND-000386,PRJ-2024-00260,2022-06-20,2022-12-14,2022-07-02,135327.03,0.15,20299.05,155626.08,USD,NET-60,FCA,Put everything our prove could party skin soon read couple.,Michelle Tran,REQ-2023-227982,"821 Little Ford Suite 275, South Todd, KY 74974",,2022-06-20
PO-2020-0000507,FRAMEWORK,COMPLETED,NORMAL,VND-000415,PRJ-2020-00309,2021-08-22,2021-11-20,2021-08-26,119267.87,0.0,0.0,119267.87,USD,LC-AT-SIGHT,FOB,Mr chair paper education whom spend worker about country.,Tanya Gibson,REQ-2020-560163,"Unit 9489 Box 6340, DPO AA 82828",,2021-08-22
PO-2024-0000508,STANDARD,COMPLETED,NORMAL,VND-000820,PRJ-2019-00483,2022-09-24,2023-01-24,2022-10-08,86095.38,0.15,12914.31,99009.69,GBP,NET-30,FOB,Other live hit budget Congress guess soon approach suggest.,Joshua Adams,REQ-2024-373646,"09001 Davila Stravenue Suite 463, East Christine, OK 99031",,2022-09-24
PO-2021-0000509,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000045,PRJ-2019-00781,2021-01-22,2021-07-16,2021-01-30,257358.66,0.0,0.0,257358.66,USD,ADVANCE-30%,FOB,Until government door age once several commercial.,Janet Weaver,REQ-2021-520124,"99471 John Lodge, East Stephen, GA 23247",Evidence about provide itself team.,2021-01-22
PO-2021-0000510,STANDARD,APPROVED,NORMAL,VND-000203,PRJ-2023-00868,2022-08-01,2022-12-08,2022-08-09,89577.54,0.15,13436.63,103014.17,USD,LC-AT-SIGHT,FOB,Land discussion suggest impact know character thousand sure.,Allison Hubbard,REQ-2021-281905,"8550 Romero Loaf Suite 935, Lake Chris, MP 92111",,2022-08-01
PO-2021-0000511,EMERGENCY,APPROVED,CRITICAL,VND-000287,PRJ-2024-00403,2021-07-08,2021-07-27,2021-07-09,335893.09,0.15,50383.96,386277.05,USD,LC-90-DAYS,DDP,Collection identify design government ever resource together here.,Toni Parks,REQ-2021-757066,"0695 James Overpass, Ramseychester, CO 57826",Give especially treatment employee citizen.,2021-07-08
PO-2019-0000512,FRAMEWORK,COMPLETED,NORMAL,VND-000663,PRJ-2019-00633,2021-12-01,2022-01-22,2021-12-03,228596.63,0.15,34289.49,262886.12,USD,LC-90-DAYS,FOB,Table population out special suffer without hair.,Ann Moon,REQ-2019-694797,"1847 Kelly Walks, Ramirezburgh, IN 54170",Coach at the per of.,2021-12-01
PO-2024-0000513,BLANKET,COMPLETED,URGENT,VND-000826,PRJ-2023-00122,2021-04-12,2021-06-13,2021-04-26,182273.27,0.05,9113.66,191386.93,GBP,LC-AT-SIGHT,FOB,Explain like institution collection admit which.,Angela Mejia,REQ-2024-882702,"178 Cummings Drives, East Kristin, MD 23018",,2021-04-12
PO-2020-0000514,STANDARD,APPROVED,NORMAL,VND-000295,PRJ-2020-00429,2023-08-01,2023-09-21,2023-08-02,81709.34,0.05,4085.47,85794.81,GBP,NET-30,FOB,Message again mean arm career answer choose.,Scott Flowers,REQ-2020-747684,"3721 Fernando Rest Apt. 162, West Stevenfort, TX 99363",,2023-08-01
PO-2020-0000515,STANDARD,ISSUED,NORMAL,VND-000209,PRJ-2021-00893,2023-06-17,2023-08-24,2023-06-29,121524.89,0.1,12152.49,133677.38,USD,NET-60,CIF,Nearly risk threat level positive mind skill officer.,Jennifer King,REQ-2020-726205,"USNS Gordon, FPO AA 17047",Deal outside happen.,2023-06-17
PO-2019-0000516,BLANKET,COMPLETED,NORMAL,VND-000575,PRJ-2019-00621,2019-01-22,2019-04-10,2019-01-31,601071.68,0.0,0.0,601071.68,USD,NET-90,FOB,Break tough him federal agency maintain seek.,Reginald Christensen,REQ-2019-513869,"463 Allen Forks, Kingfurt, NH 93940",,2019-01-22
PO-2020-0000517,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000843,PRJ-2022-00505,2024-04-01,2024-05-18,2024-04-03,442900.59,0.1,44290.06,487190.65,USD,NET-60,CIF,He daughter candidate where early certainly policy big hear.,Theodore Eaton,REQ-2020-248683,"458 Williams Ways, Jonesmouth, ID 41178",Coach yeah certainly represent especially agency despite.,2024-04-01
PO-2021-0000518,STANDARD,COMPLETED,NORMAL,VND-000589,PRJ-2020-00949,2022-03-04,2022-05-24,2022-03-14,75126.88,0.15,11269.03,86395.91,GBP,LC-AT-SIGHT,DAP,He large free party get force happy song one third.,Jessica Palmer,REQ-2021-642085,"65742 Kathleen Flat, New Patrickfurt, IN 05991",,2022-03-04
PO-2020-0000519,STANDARD,COMPLETED,CRITICAL,VND-000730,PRJ-2023-00055,2020-08-31,2020-09-27,2020-09-04,273538.8,0.05,13676.94,287215.74,USD,NET-30,CIF,Field well create notice individual.,Brittany Payne,REQ-2020-271499,"12047 Jeffery Expressway, Wilsonmouth, AS 45424",,2020-08-31
PO-2022-0000520,STANDARD,ISSUED,URGENT,VND-000939,PRJ-2023-00497,2024-07-12,2024-08-23,2024-07-26,598190.5,0.15,89728.57,687919.07,USD,ADVANCE-30%,FOB,Road head light what officer nature top score place force choose.,Michelle Meyer,REQ-2022-466586,"06745 Porter Stream, Williamsshire, ME 34270",Station never such despite.,2024-07-12
PO-2021-0000521,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000985,PRJ-2024-00218,2024-11-24,2025-05-03,2024-11-27,32751.82,0.0,0.0,32751.82,USD,NET-60,EXW,Less check better my guy score information.,Brad Martin,REQ-2021-905572,"0666 Robert Burgs, Sharonville, ME 31392",,2024-11-24
PO-2019-0000522,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000649,PRJ-2021-00383,2022-08-18,2022-10-10,2022-08-19,466042.56,0.0,0.0,466042.56,EUR,NET-30,FCA,These man when open if support expert particular close.,Gabriel Bennett,REQ-2019-791577,"02867 Sarah Underpass, North Aaron, HI 04785",,2022-08-18
PO-2024-0000523,FRAMEWORK,DRAFT,NORMAL,VND-000752,PRJ-2021-00333,2021-05-15,2021-06-10,,109628.37,0.05,5481.42,115109.79,SAR,LC-AT-SIGHT,FOB,Fact such quickly truth record program.,Christopher Collins,REQ-2024-936917,"90326 Rodriguez Ramp, Christinahaven, CA 80813",Catch left system church simply.,2021-05-15
PO-2019-0000524,BLANKET,PENDING_APPROVAL,NORMAL,VND-000386,PRJ-2020-00989,2020-01-01,2020-01-20,,481527.39,0.15,72229.11,553756.5,USD,LC-AT-SIGHT,FOB,Benefit paper ready allow system professor reason special grow meeting.,Michael Morales,REQ-2019-917357,"5337 Jacqueline Camp, North Brianaville, FL 14614",,2020-01-01
PO-2024-0000525,EMERGENCY,PARTIALLY_RECEIVED,CRITICAL,VND-000818,PRJ-2023-00821,2022-06-24,2022-12-09,2022-06-27,97157.53,0.15,14573.63,111731.16,USD,NET-60,EXW,Call reveal executive four floor dream loss important upon.,Megan Daniel,REQ-2024-485306,"0526 Michael Causeway, Port Melissaview, MS 24954",,2022-06-24
PO-2022-0000526,STANDARD,ISSUED,NORMAL,VND-000143,PRJ-2023-00775,2023-02-17,2023-08-07,2023-02-20,27837.56,0.15,4175.63,32013.19,EUR,NET-60,CIF,Less whom situation television last staff seat religious probably.,Nicole Parrish,REQ-2022-142402,"6175 Bobby Dam, New Cassandra, KY 27011",,2023-02-17
PO-2022-0000527,BLANKET,COMPLETED,NORMAL,VND-000883,PRJ-2023-00645,2022-04-05,2022-08-16,2022-04-12,34439.14,0.0,0.0,34439.14,SAR,NET-30,FCA,Individual side place represent song health.,John Holloway,REQ-2022-414985,"58486 Ryan Street, South Tamarashire, OH 38537",You lead expect adult operation whole artist.,2022-04-05
PO-2020-0000528,BLANKET,APPROVED,NORMAL,VND-000952,PRJ-2023-00049,2019-07-04,2019-11-26,2019-07-06,257223.83,0.0,0.0,257223.83,USD,NET-60,CIF,Upon trial participant discuss firm opportunity last feel present.,Dave Strong,REQ-2020-587227,"83037 Randy Meadows Apt. 148, Smithport, WI 79176",,2019-07-04
PO-2023-0000529,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000024,PRJ-2019-00117,2021-01-05,2021-03-06,2021-01-19,331594.13,0.15,49739.12,381333.25,EUR,NET-60,EXW,Market oil move need sister.,Tammy Price,REQ-2023-838594,"306 Mark Gardens, Smithberg, WA 96316",College factor either class interview.,2021-01-05
PO-2023-0000530,EMERGENCY,COMPLETED,CRITICAL,VND-000428,PRJ-2023-00350,2021-05-14,2021-07-14,2021-05-16,82028.34,0.05,4101.42,86129.76,USD,ADVANCE-30%,DDP,Guess share eye young reality police.,Christopher Martinez,REQ-2023-806120,"USNS Jones, FPO AA 23959",Share front matter strong.,2021-05-14
PO-2023-0000531,STANDARD,DRAFT,NORMAL,VND-000766,PRJ-2023-00709,2024-06-16,2024-09-15,,522463.79,0.15,78369.57,600833.36,EUR,NET-90,DAP,Let business property everything bar smile good hold country war.,Susan Oliver,REQ-2023-478251,"Unit 1122 Box 5288, DPO AE 63243",,2024-06-16
PO-2024-0000532,BLANKET,PENDING_APPROVAL,URGENT,VND-000302,PRJ-2024-00115,2021-02-09,2021-03-01,,33063.19,0.0,0.0,33063.19,USD,NET-30,DDP,Goal future home series billion mention speech defense couple point similar.,Andrea Kaiser,REQ-2024-781301,"765 Gonzalez Canyon Apt. 730, Andrestad, SD 44898",See account firm less care benefit.,2021-02-09
PO-2024-0000533,FRAMEWORK,PENDING_APPROVAL,NORMAL,VND-000235,PRJ-2020-00486,2019-03-31,2019-05-13,,224292.04,0.15,33643.81,257935.85,EUR,NET-30,FOB,No bring career manager you rise future person allow structure.,Eric Short,REQ-2024-836727,"42462 Morgan Loop, New Michaelfort, ME 97314",,2019-03-31
PO-2022-0000534,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000955,PRJ-2024-00850,2019-07-28,2019-11-04,2019-07-29,56770.98,0.15,8515.65,65286.63,USD,NET-30,FCA,Imagine ago expect continue behavior case modern.,Ariel Wilson,REQ-2022-552762,"Unit 5512 Box 9391, DPO AE 06933",,2019-07-28
PO-2022-0000535,EMERGENCY,PARTIALLY_RECEIVED,CRITICAL,VND-000474,PRJ-2024-00038,2023-06-26,2023-11-11,2023-07-05,111056.76,0.15,16658.51,127715.27,USD,NET-90,DDP,Find set senior tree bag require very.,Kimberly Escobar,REQ-2022-811634,"0461 Adams Center, North Clinton, OR 01026",,2023-06-26
PO-2022-0000536,STANDARD,DRAFT,NORMAL,VND-000929,PRJ-2024-00066,2023-09-05,2024-01-18,,257012.09,0.1,25701.21,282713.3,USD,NET-30,DDP,Through amount special image blood.,Todd Jacobson,REQ-2022-777568,"29107 Jessica Crossroad Apt. 836, Lake Alexandraview, OK 96164",,2023-09-05
PO-2024-0000537,STANDARD,COMPLETED,NORMAL,VND-000725,PRJ-2021-00238,2022-10-21,2023-04-07,2022-11-04,86465.78,0.05,4323.29,90789.07,USD,LC-AT-SIGHT,DDP,Manage draw involve party home stay.,Chad Beltran,REQ-2024-237529,"3916 Wong Parks Apt. 169, Lake Johnny, DC 76079",,2022-10-21
PO-2024-0000538,EMERGENCY,CANCELLED,CRITICAL,VND-000587,PRJ-2024-00816,2020-10-25,2021-04-16,2020-10-29,153052.05,0.15,22957.81,176009.86,GBP,NET-30,DDP,Sport oil whose eat represent discuss.,Anthony Jones,REQ-2024-799459,"1903 Maria Bridge, Rodriguezborough, NV 19425",,2020-10-25
PO-2020-0000539,STANDARD,PENDING_APPROVAL,NORMAL,VND-000824,PRJ-2023-00311,2021-05-07,2021-10-10,,812240.19,0.05,40612.01,852852.2,USD,NET-30,EXW,Right size than foot in process.,Jill Harris,REQ-2020-373477,"5337 Avery Mews, West Aaronmouth, GA 08549",,2021-05-07
PO-2020-0000540,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000548,PRJ-2020-00441,2021-07-17,2021-08-30,2021-07-26,121507.32,0.0,0.0,121507.32,GBP,NET-30,FOB,Security modern data book expert.,Christopher Hammond,REQ-2020-456855,"754 Shannon Spurs, Maryfurt, KY 21532",,2021-07-17
PO-2019-0000541,EMERGENCY,PARTIALLY_RECEIVED,CRITICAL,VND-000863,PRJ-2022-00619,2019-07-26,2019-11-29,2019-08-08,661874.03,0.0,0.0,661874.03,GBP,NET-60,FCA,Determine toward admit doctor magazine despite we meeting value.,Nathan Boyd,REQ-2019-216319,"846 Bryan Coves Apt. 443, Lake Tyler, NC 00942",,2019-07-26
PO-2023-0000542,BLANKET,PENDING_APPROVAL,URGENT,VND-000848,PRJ-2020-00108,2020-04-28,2020-07-03,,62589.44,0.05,3129.47,65718.91,USD,LC-90-DAYS,FOB,When force ready network nothing ability.,Brian Torres,REQ-2023-406313,"493 Santiago Rapids Suite 167, East Mark, PR 44560",,2020-04-28
PO-2023-0000543,STANDARD,APPROVED,URGENT,VND-000217,PRJ-2022-00126,2023-12-04,2024-04-02,2023-12-17,458522.67,0.05,22926.13,481448.8,USD,ADVANCE-30%,FOB,Likely drop four dinner whatever administration baby north.,Jason Williams,REQ-2023-948450,"87233 Nathan Camp, Alexandershire, MT 16266",,2023-12-04
PO-2021-0000544,BLANKET,ISSUED,NORMAL,VND-000589,PRJ-2023-00645,2020-09-12,2021-02-08,2020-09-19,1369398.77,0.05,68469.94,1437868.71,EUR,ADVANCE-30%,FOB,Poor threat throw behavior type partner behavior.,Kyle Francis,REQ-2021-549653,"USNS Williams, FPO AP 36818",,2020-09-12
PO-2022-0000545,FRAMEWORK,PARTIALLY_RECEIVED,CRITICAL,VND-000047,PRJ-2022-00454,2019-02-10,2019-07-06,2019-02-12,12506.79,0.05,625.34,13132.13,EUR,NET-30,FOB,Cold serious rock unit majority yeah somebody thought beyond mean.,Kenneth Smith,REQ-2022-909891,"8201 Elizabeth Fields Apt. 230, East Margaret, ID 17884",Leave product difficult care brother.,2019-02-10
PO-2019-0000546,STANDARD,COMPLETED,NORMAL,VND-000964,PRJ-2023-00060,2023-09-14,2024-01-08,2023-09-25,93314.02,0.1,9331.4,102645.42,USD,ADVANCE-30%,FCA,Happen series seven strong it reach.,Caitlin Gray,REQ-2019-856601,"261 Kathy Forest, East Robertchester, IN 92210",,2023-09-14
PO-2021-0000547,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000668,PRJ-2019-00457,2023-12-17,2024-03-28,2023-12-30,485282.54,0.05,24264.13,509546.67,SAR,ADVANCE-30%,CIF,Entire minute never quality wear usually.,Sylvia Joyce,REQ-2021-306879,"893 Coleman Ridge, Ramirezview, PA 28569",,2023-12-17
PO-2019-0000548,STANDARD,COMPLETED,NORMAL,VND-000196,PRJ-2021-00533,2021-05-25,2021-07-01,2021-06-03,190297.81,0.1,19029.78,209327.59,EUR,NET-90,CIF,Cultural far significant let.,Kevin Hogan,REQ-2019-893820,"81876 Brian Falls, Port David, PW 07153",,2021-05-25
PO-2019-0000549,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000496,PRJ-2023-00744,2024-08-31,2024-10-12,2024-09-12,379031.67,0.15,56854.75,435886.42,USD,NET-30,CIF,Teach myself avoid much base modern behavior end nature stock.,John Massey,REQ-2019-757446,"182 Jones Stravenue, Lake Kathleenmouth, GA 89805",,2024-08-31
PO-2019-0000550,STANDARD,PENDING_APPROVAL,NORMAL,VND-000007,PRJ-2020-00465,2021-08-25,2022-02-03,,117620.4,0.1,11762.04,129382.44,USD,NET-90,FCA,Yeah front almost activity agree professor agency.,Amanda Morris,REQ-2019-758237,"37178 Brown Roads, Lake Edwardstad, MD 50183",,2021-08-25
PO-2023-0000551,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000962,PRJ-2022-00689,2023-03-27,2023-08-21,2023-04-08,269387.93,0.05,13469.4,282857.33,GBP,NET-30,FOB,Some mean face factor city.,Brittany Barnett,REQ-2023-710658,"8122 Mason Turnpike Apt. 567, New Ryantown, AZ 79040",Able end early.,2023-03-27
PO-2021-0000552,STANDARD,ISSUED,NORMAL,VND-000146,PRJ-2020-00064,2020-06-16,2020-10-29,2020-06-20,201428.01,0.15,30214.2,231642.21,USD,NET-60,CIF,Pm become rich every change help but include.,Kayla Ewing,REQ-2021-651818,"4296 Angela Canyon, Brownborough, IA 54264",,2020-06-16
PO-2023-0000553,BLANKET,ISSUED,NORMAL,VND-000705,PRJ-2020-00451,2023-09-04,2023-10-29,2023-09-07,985927.87,0.15,147889.18,1133817.05,USD,NET-60,CIF,Task next peace skill admit person player voice under continue.,Derek Williams,REQ-2023-579946,"8188 Jose Street Suite 287, Gilmorebury, NC 25910",Responsibility could positive hundred drug pull.,2023-09-04
PO-2024-0000554,BLANKET,PARTIALLY_RECEIVED,NORMAL,VND-000051,PRJ-2021-00765,2023-02-21,2023-04-06,2023-03-03,329491.23,0.05,16474.56,345965.79,USD,LC-AT-SIGHT,FOB,Recent people far color number prove.,Jennifer Moore,REQ-2024-487538,"258 Lewis Inlet Suite 170, Carterfurt, GA 46989",,2023-02-21
PO-2019-0000555,BLANKET,ISSUED,NORMAL,VND-000478,PRJ-2023-00498,2020-08-08,2020-09-27,2020-08-21,364077.92,0.0,0.0,364077.92,USD,NET-90,EXW,Serious term amount idea director put future raise.,Tyler Pruitt,REQ-2019-419987,"6464 Palmer Via, Port Jeremiahville, MN 32147",,2020-08-08
PO-2020-0000556,STANDARD,DRAFT,URGENT,VND-000105,PRJ-2019-00892,2023-09-07,2024-01-22,,148115.5,0.0,0.0,148115.5,USD,NET-90,CIF,Recently million store every rise care particular recent purpose future.,Mark Kaiser,REQ-2020-454233,"35384 Stephenson Crossing, Chandlerberg, AS 13893",,2023-09-07
PO-2022-0000557,FRAMEWORK,APPROVED,URGENT,VND-000766,PRJ-2020-00780,2024-01-14,2024-03-06,2024-01-28,135248.96,0.15,20287.34,155536.3,USD,ADVANCE-30%,EXW,Behind outside moment return skin.,Lisa Gonzalez,REQ-2022-755119,"3265 Benjamin Lodge, Lake Chaseland, PW 98810",,2024-01-14
PO-2022-0000558,STANDARD,ISSUED,CRITICAL,VND-000734,PRJ-2023-00754,2019-12-29,2020-02-23,2020-01-10,144484.88,0.1,14448.49,158933.37,USD,NET-30,DDP,Seven market which yard believe whether teach single result modern across.,Christine Johnson,REQ-2022-909076,"6182 John Lane, Thomasfort, KS 96086",,2019-12-29
PO-2023-0000559,BLANKET,PENDING_APPROVAL,NORMAL,VND-000914,PRJ-2022-00591,2024-11-07,2025-01-08,,389781.88,0.0,0.0,389781.88,SAR,ADVANCE-30%,CIF,Statement other whether traditional true think quite.,Leonard Reed,REQ-2023-119570,"9118 Rodriguez Highway, East Randy, NJ 45452",Only series imagine.,2024-11-07
PO-2023-0000560,STANDARD,COMPLETED,NORMAL,VND-000972,PRJ-2023-00455,2024-12-25,2025-06-12,2024-12-31,146505.55,0.0,0.0,146505.55,USD,NET-60,EXW,Spring citizen democratic own challenge drive.,George Jones,REQ-2023-124393,"428 Shepard Canyon, Crystalmouth, IA 65037",,2024-12-25
PO-2020-0000561,STANDARD,ISSUED,URGENT,VND-000177,PRJ-2021-00102,2022-03-14,2022-05-03,2022-03-17,343770.59,0.05,17188.53,360959.12,USD,NET-30,EXW,Investment whom season mind benefit second interview suffer.,Terri Golden,REQ-2020-421697,"6691 Paul Spur, Jonesborough, CT 23505",,2022-03-14
PO-2024-0000562,STANDARD,ISSUED,NORMAL,VND-000087,PRJ-2019-00306,2020-02-09,2020-05-14,2020-02-12,2929906.18,0.15,439485.93,3369392.11,USD,NET-60,FOB,Effect future appear involve nearly job.,Mark Washington,REQ-2024-493754,"384 Brady Canyon, East Kevinside, AL 69682",,2020-02-09
PO-2019-0000563,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000850,PRJ-2019-00771,2020-04-16,2020-07-07,2020-04-17,690623.19,0.15,103593.48,794216.67,USD,NET-60,CIF,Sister garden down television tree say more imagine deep.,Lisa Martinez,REQ-2019-168637,"0908 Kaiser Prairie Apt. 449, North Jennifer, NV 33956",,2020-04-16
PO-2022-0000564,BLANKET,DRAFT,CRITICAL,VND-000987,PRJ-2021-00692,2021-10-05,2022-03-10,,164188.72,0.0,0.0,164188.72,USD,NET-90,FOB,Southern idea our of wall inside person space thank prevent.,Maria Malone,REQ-2022-695848,"84285 Walsh Port Apt. 259, West Andrewhaven, FM 41080",,2021-10-05
PO-2019-0000565,FRAMEWORK,COMPLETED,NORMAL,VND-000912,PRJ-2019-00173,2023-10-02,2024-03-06,2023-10-10,1026285.68,0.05,51314.28,1077599.96,USD,NET-30,FCA,Peace window create compare couple continue sister standard family center.,Jennifer Castro,REQ-2019-969659,"USCGC Dean, FPO AE 73627",,2023-10-02
PO-2024-0000566,FRAMEWORK,COMPLETED,NORMAL,VND-000408,PRJ-2021-00860,2022-12-10,2023-06-03,2022-12-14,148792.73,0.15,22318.91,171111.64,USD,NET-90,CIF,Choice policy lead individual through politics community democratic no.,Crystal Lawson MD,REQ-2024-147694,"382 Mary Haven Apt. 561, Lake Ashley, NE 45241",Near support chair.,2022-12-10
PO-2023-0000567,BLANKET,ISSUED,NORMAL,VND-000220,PRJ-2024-00743,2023-11-05,2024-01-11,2023-11-15,21041.47,0.1,2104.15,23145.62,USD,NET-60,FCA,Several name chair produce behavior nearly of general piece type.,Justin Stokes,REQ-2023-815234,"85951 Bridges Trail, Raymondberg, IA 77520",,2023-11-05
PO-2024-0000568,STANDARD,ISSUED,URGENT,VND-000524,PRJ-2023-00350,2024-02-27,2024-08-12,2024-03-04,72424.25,0.05,3621.21,76045.46,USD,NET-30,DDP,Sure evening together take strategy clearly sell.,Michael Palmer,REQ-2024-777844,"01683 Christopher Fields Suite 001, Roseview, CO 38909",,2024-02-27
PO-2023-0000569,STANDARD,PARTIALLY_RECEIVED,CRITICAL,VND-000815,PRJ-2019-00781,2019-11-29,2020-05-27,2019-12-10,25720.66,0.15,3858.1,29578.76,USD,NET-30,EXW,Paper tax focus laugh similar television miss the we politics phone.,Jacob Walsh,REQ-2023-972503,"7946 Brian Mission Apt. 662, West Andrew, AS 12568",,2019-11-29
