employee_id,employee_code,first_name,last_name,email,phone,department,job_title,grade,approval_limit,hire_date,active,location,certification,nationality,years_experience,cost_center,created_date
EMP-000266,PRJ00266,رجاء,Hunt,prj00266@company.com,(029)2018896,PROJECTS,Project Coordinator,L1,10000.0,2017-01-20,True,Head Office,PMI-SP,Indian,20,CC-PRJ-266,2017-01-20
EMP-000267,PRJ00267,مادلين,أبا الخيل,prj00267@company.com,(689)694-4171x545,PROJECTS,Scheduler,L3,200000.0,2018-09-23,True,Site Office B,PRINCE2,Indian,33,CC-PRJ-863,2018-09-23
EMP-000268,CTR00268,Samantha,McCarthy,ctr00268@company.com,(983)609-6520,CONTRACTS,Contract Admin,L1,10000.0,2019-10-21,True,Head Office,,Bangladeshi,26,CC-CTR-892,2019-10-21
EMP-000269,ENG00269,واصف,Carter,eng00269@company.com,001-693-453-8758,ENGINEERING,Lead Engineer,L3,200000.0,2020-02-08,True,Site Office A,,American,12,CC-ENG-796,2020-02-08
EMP-000270,PRJ00270,غزير,آل حسين,prj00270@company.com,+441154960482,PROJECTS,Planner,L2,50000.0,2023-11-16,True,Head Office,PMI-ACP,Pakistani,25,CC-PRJ-828,2023-11-16
EMP-000271,HSE00271,Gordon,آل رفيع,hse00271@company.com,(234)365-5494x717,HSE,HSE Officer,L1,10000.0,2018-09-27,True,Head Office,IOSH,Jordanian,24,CC-HSE-879,2018-09-27
EMP-000272,ENG00272,Tony,آل عايض,eng00272@company.com,(784)460-2235x6972,ENGINEERING,Engineer,L1,10000.0,2014-03-16,True,Site Office B,,Indian,2,CC-ENG-191,2014-03-16
EMP-000273,ENG00273,Rhys,Johnston,eng00273@company.com,+4428 9018 0007,ENGINEERING,Engineer,L1,10000.0,2023-06-01,True,Regional Office,LEED AP,American,6,CC-ENG-842,2023-06-01
EMP-000274,CTR00274,Patricia,آل عطفة,ctr00274@company.com,512.796.6667x6008,CONTRACTS,Contracts Manager,L5,10000000.0,2015-06-12,True,Head Office,,American,11,CC-CTR-242,2015-06-12
EMP-000275,ENG00275,Caroline,المغاولة,eng00275@company.com,+1-203-635-4216x89421,ENGINEERING,Engineer,L1,10000.0,2013-04-10,True,Site Office A,,Jordanian,5,CC-ENG-469,2013-04-10
EMP-000276,ENG00276,ناصيف,Martinez,eng00276@company.com,556.225.7532x60332,ENGINEERING,Engineer,L1,10000.0,2021-02-13,True,Head Office,CEng,Saudi,26,CC-ENG-440,2021-02-13
EMP-000277,HSE00277,Harry,آل محمد بن علي بن جماز,hse00277@company.com,+1-806-948-9090x1001,HSE,Safety Inspector,L2,50000.0,2017-05-23,True,Site Office A,,Bangladeshi,9,CC-HSE-407,2017-05-23
EMP-000278,ENG00278,Emily,آل خضير,eng00278@company.com,+44(0)292018230,ENGINEERING,Project Engineer,L5,10000000.0,2014-07-04,True,Head Office,,British,19,CC-ENG-852,2014-07-04
EMP-000279,PRJ00279,Zoe,Howard,prj00279@company.com,549.592.6189x14117,PROJECTS,Planner,L2,50000.0,2022-12-01,True,Site Office A,PMI-SP,British,8,CC-PRJ-677,2022-12-01
EMP-000280,PRO00280,Gavin,العقيل,pro00280@company.com,(0121) 496 0208,PROCUREMENT,Procurement Manager,L6,,2014-01-13,True,Site Office B,,Jordanian,14,CC-PRO-548,2014-01-13
EMP-000281,HSE00281,Mary,العليان,hse00281@company.com,0118 496 0001,HSE,HSE Manager,L4,1000000.0,2011-07-21,True,Regional Office,CSP,Pakistani,20,CC-HSE-347,2011-07-21
EMP-000282,ENG00282,Lisa,Phelps,eng00282@company.com,981-214-3744,ENGINEERING,Engineer,L1,10000.0,2019-06-29,True,Head Office,,Jordanian,26,CC-ENG-647,2019-06-29
EMP-000283,FIN00283,Melissa,Smith,fin00283@company.com,0808 1570561,FINANCE,Finance Manager,L5,10000000.0,2019-05-20,True,Regional Office,,Sudanese,6,CC-FIN-211,2019-05-20
EMP-000284,HSE00284,Hollie,Roberts,hse00284@company.com,+1-925-657-9415x52166,HSE,Environmental Specialist,L3,200000.0,2017-12-18,True,Site Office B,CSP,British,28,CC-HSE-208,2017-12-18
EMP-000285,PRO00285,قطز,Talbot,pro00285@company.com,(912)402-1697,PROCUREMENT,Buyer,L1,10000.0,2021-06-15,True,Site Office B,,Egyptian,29,CC-PRO-483,2021-06-15
EMP-000286,ENG00286,نشأت,حنبولي,eng00286@company.com,001-527-771-6701x4508,ENGINEERING,Design Engineer,L4,1000000.0,2023-03-15,True,Head Office,,Jordanian,7,CC-ENG-402,2023-03-15
EMP-000287,ENG00287,Danny,Rivera,eng00287@company.com,(437)356-2890x02877,ENGINEERING,Engineering Manager,L6,,2012-08-08,True,Warehouse,,British,30,CC-ENG-903,2012-08-08
EMP-000288,PRO00288,قطب,Warren,pro00288@company.com,0114 496 0838,PROCUREMENT,Senior Buyer,L2,50000.0,2020-09-05,True,Warehouse,,Indian,20,CC-PRO-145,2020-09-05
EMP-000289,HSE00289,Angela,Petersen,hse00289@company.com,879.871.7751x701,HSE,HSE Officer,L1,10000.0,2017-09-11,True,Warehouse,OSHA 30,Sudanese,12,CC-HSE-665,2017-09-11
EMP-000290,PRO00290,معزّ,Davis,pro00290@company.com,+1-948-783-7550x375,PROCUREMENT,Procurement Specialist,L3,200000.0,2020-05-13,True,Site Office A,CPSM,American,2,CC-PRO-855,2020-05-13
EMP-000291,PRJ00291,Bradley,الدباغ,prj00291@company.com,205.454.8851,PROJECTS,Project Coordinator,L1,10000.0,2023-04-14,True,Head Office,PMI-ACP,Indian,7,CC-PRJ-918,2023-04-14
EMP-000292,LEG00292,Clare,بن لادن,leg00292@company.com,293-331-6373x516,LEGAL,Legal Officer,L1,10000.0,2017-04-24,True,Head Office,,Jordanian,34,CC-LEG-754,2017-04-24
EMP-000293,ENG00293,زكريا,Hughes,eng00293@company.com,(470)480-8697,ENGINEERING,Senior Engineer,L2,50000.0,2018-10-21,True,Site Office A,,Bangladeshi,12,CC-ENG-933,2018-10-21
EMP-000294,PRJ00294,Mandy,المشاولة,prj00294@company.com,+1-458-466-9346x547,PROJECTS,Project Manager,L4,1000000.0,2023-10-13,True,Warehouse,PRINCE2,Filipino,8,CC-PRJ-287,2023-10-13
EMP-000295,ENG00295,صنديد,Clark,eng00295@company.com,+44(0)8081570858,ENGINEERING,Engineer,L1,10000.0,2018-09-18,True,Head Office,,Pakistani,32,CC-ENG-750,2018-09-18
EMP-000296,FIN00296,James,آل خضير,fin00296@company.com,852-628-8515x8799,FINANCE,Finance Manager,L5,10000000.0,2013-11-20,True,Site Office A,ACCA,Jordanian,4,CC-FIN-986,2013-11-20
EMP-000297,ENG00297,Timothy,مهنا,eng00297@company.com,(220)703-4244x2043,ENGINEERING,Engineer,L1,10000.0,2013-01-23,True,Site Office A,,Jordanian,27,CC-ENG-801,2013-01-23
EMP-000298,FIN00298,عصام,آل بن لافي,fin00298@company.com,+1-838-863-8406,FINANCE,AP Specialist,L3,200000.0,2019-12-16,True,Head Office,CMA,Filipino,3,CC-FIN-381,2019-12-16
EMP-000299,PRO00299,دريد,Rivers,pro00299@company.com,001-943-497-3598x9334,PROCUREMENT,Buyer,L1,10000.0,2020-04-04,True,Regional Office,,Sudanese,8,CC-PRO-686,2020-04-04
EMP-000300,PRO00300,Eric,Anderson,pro00300@company.com,916.406.4842x29405,PROCUREMENT,Category Manager,L4,1000000.0,2018-03-25,True,Regional Office,,Jordanian,35,CC-PRO-323,2018-03-25
EMP-000301,CTR00301,Paige,الخرافي,ctr00301@company.com,+1-347-498-5158x328,CONTRACTS,Contract Admin,L1,10000.0,2015-07-21,True,Field Camp,,Jordanian,17,CC-CTR-456,2015-07-21
EMP-000302,LEG00302,فاضل,Smith,leg00302@company.com,(233)355-5439x878,LEGAL,Legal Officer,L1,10000.0,2012-08-19,True,Head Office,,Bangladeshi,23,CC-LEG-981,2012-08-19
EMP-000303,PRJ00303,Samuel,Sutton,prj00303@company.com,+1-793-905-6164x840,PROJECTS,Scheduler,L3,200000.0,2013-09-21,True,Regional Office,,Saudi,23,CC-PRJ-645,2013-09-21
EMP-000304,ENG00304,شادن,Johnson,eng00304@company.com,881-312-8801x33613,ENGINEERING,Senior Engineer,L2,50000.0,2017-04-05,False,Head Office,,Sudanese,7,CC-ENG-238,2017-04-05
EMP-000305,CTR00305,Guy,Price,ctr00305@company.com,901-810-2481x93466,CONTRACTS,Claims Analyst,L4,1000000.0,2011-05-01,False,Regional Office,,Pakistani,9,CC-CTR-355,2011-05-01
EMP-000306,PRO00306,عدنان,آل حسين,pro00306@company.com,+1-309-619-0158,PROCUREMENT,Senior Buyer,L2,50000.0,2015-07-21,True,Warehouse,,Bangladeshi,18,CC-PRO-742,2015-07-21
EMP-000307,ENG00307,جميل,Pope,eng00307@company.com,(0306) 999 0766,ENGINEERING,Senior Engineer,L2,50000.0,2012-02-02,True,Warehouse,,British,30,CC-ENG-599,2012-02-02
EMP-000308,ENG00308,Adam,الخرافي,eng00308@company.com,(468)342-4508,ENGINEERING,Engineer,L1,10000.0,2012-02-03,True,Site Office A,,British,5,CC-ENG-914,2012-02-03
EMP-000309,FIN00309,Christina,Chamberlain,fin00309@company.com,+1-414-435-3682,FINANCE,Accountant,L1,10000.0,2019-08-21,True,Site Office A,ACCA,British,9,CC-FIN-679,2019-08-21
EMP-000310,LEG00310,Emily,Garcia,leg00310@company.com,+1-790-787-8141x41397,LEGAL,Senior Counsel,L4,1000000.0,2011-02-01,True,Site Office B,,Jordanian,2,CC-LEG-227,2011-02-01
EMP-000311,CTR00311,Anne,Smith,ctr00311@company.com,435-777-5949,CONTRACTS,Contract Admin,L1,10000.0,2020-03-28,True,Field Camp,,Egyptian,9,CC-CTR-765,2020-03-28
EMP-000312,ENG00312,Lynn,Thompson,eng00312@company.com,764.652.5777,ENGINEERING,Project Engineer,L5,10000000.0,2016-02-23,True,Site Office A,PMP,Saudi,26,CC-ENG-740,2016-02-23
EMP-000313,ENG00313,صدّام,Arnold,eng00313@company.com,242-883-4110,ENGINEERING,Lead Engineer,L3,200000.0,2015-04-03,True,Head Office,PMP,Jordanian,5,CC-ENG-235,2015-04-03
EMP-000314,PRJ00314,Julie,آل الشيخ,prj00314@company.com,+1-972-356-3942,PROJECTS,Planner,L2,50000.0,2019-12-25,True,Warehouse,,American,9,CC-PRJ-589,2019-12-25
EMP-000315,PRO00315,Simon,Juarez,pro00315@company.com,492.982.7229,PROCUREMENT,Senior Buyer,L2,50000.0,2012-04-19,True,Site Office A,CPSM,Pakistani,10,CC-PRO-170,2012-04-19
EMP-000316,FIN00316,Bill,أبو داوود,fin00316@company.com,945-930-3856,FINANCE,Accountant,L1,10000.0,2013-09-06,True,Warehouse,,Pakistani,27,CC-FIN-730,2013-09-06
EMP-000317,PRJ00317,Francis,الخرافي,prj00317@company.com,001-384-649-8926x659,PROJECTS,Project Manager,L4,1000000.0,2011-12-12,True,Head Office,PMI-SP,British,28,CC-PRJ-422,2011-12-12
EMP-000318,HSE00318,تقي,آل سعود,hse00318@company.com,(0808)1570577,HSE,HSE Officer,L1,10000.0,2011-11-22,True,Site Office B,,Filipino,2,CC-HSE-968,2011-11-22
EMP-000319,HSE00319,عبد الغفّار,Hernandez,hse00319@company.com,+44116 496 0318,HSE,HSE Director,L5,10000000.0,2014-08-11,True,Site Office B,,Filipino,4,CC-HSE-902,2014-08-11
EMP-000320,LEG00320,John,Berry,leg00320@company.com,(491)836-5177x739,LEGAL,General Counsel,L6,,2021-02-06,True,Head Office,,Bangladeshi,5,CC-LEG-640,2021-02-06
EMP-000321,LEG00321,هاجر,آل مقطة,leg00321@company.com,(880)292-0242,LEGAL,Legal Officer,L1,10000.0,2018-02-06,False,Head Office,,Bangladeshi,27,CC-LEG-474,2018-02-06
EMP-000322,FIN00322,دانية,آل محمد بن علي بن جماز,fin00322@company.com,479.477.2369,FINANCE,Accountant,L1,10000.0,2020-07-25,False,Regional Office,CPA,Saudi,17,CC-FIN-320,2020-07-25
EMP-000323,PRO00323,رامز,Alvarez,pro00323@company.com,001-857-499-1366x2103,PROCUREMENT,Buyer,L1,10000.0,2018-12-05,True,Site Office B,,American,28,CC-PRO-818,2018-12-05
EMP-000324,ENG00324,Heidi,Wilson,eng00324@company.com,+1-808-781-1729x806,ENGINEERING,Lead Engineer,L3,200000.0,2022-01-22,True,Head Office,,Sudanese,14,CC-ENG-927,2022-01-22
EMP-000325,PRO00325,كاملة,آل خضير,pro00325@company.com,+44(0)306 9990659,PROCUREMENT,Senior Buyer,L2,50000.0,2023-02-26,True,Regional Office,,Indian,20,CC-PRO-815,2023-02-26
EMP-000326,ENG00326,Justin,الدباغ,eng00326@company.com,+44(0)115 4960473,ENGINEERING,Engineering Manager,L6,,2015-05-09,True,Head Office,,Jordanian,4,CC-ENG-416,2015-05-09
EMP-000327,PRJ00327,رمضان,آل الشيخ,prj00327@company.com,0117 496 0009,PROJECTS,Scheduler,L3,200000.0,2013-12-09,True,Warehouse,,Pakistani,32,CC-PRJ-455,2013-12-09
EMP-000328,FIN00328,Kenneth,Simmons,fin00328@company.com,+44(0)289018356,FINANCE,Cost Controller,L4,1000000.0,2015-10-25,True,Head Office,,Filipino,8,CC-FIN-889,2015-10-25
EMP-000329,LEG00329,Yvonne,العقيل,leg00329@company.com,948-469-5946x368,LEGAL,Contract Analyst,L2,50000.0,2019-08-19,True,Head Office,,Bangladeshi,5,CC-LEG-608,2019-08-19
EMP-000330,FIN00330,ساجد,آل رفيع,fin00330@company.com,+44121 496 0956,FINANCE,Financial Analyst,L2,50000.0,2021-03-16,True,Head Office,CPA,Bangladeshi,8,CC-FIN-333,2021-03-16
EMP-000331,PRJ00331,Heather,Brock,prj00331@company.com,272.413.8658,PROJECTS,Project Coordinator,L1,10000.0,2010-04-11,True,Site Office A,PRINCE2,Pakistani,3,CC-PRJ-666,2010-04-11
EMP-000332,HSE00332,Danielle,Boyle,hse00332@company.com,696.211.4351x9066,HSE,Environmental Specialist,L3,200000.0,2019-05-29,True,Head Office,,British,18,CC-HSE-945,2019-05-29
EMP-000333,PRO00333,Tracey,Davies,pro00333@company.com,443.309.8839x20530,PROCUREMENT,Senior Buyer,L2,50000.0,2021-04-05,True,Head Office,CIPS,American,5,CC-PRO-998,2021-04-05
EMP-000334,FIN00334,لوجين,Calhoun,fin00334@company.com,+4420 7496 0380,FINANCE,Accountant,L1,10000.0,2016-12-20,True,Site Office B,CMA,Filipino,20,CC-FIN-857,2016-12-20
EMP-000335,PRJ00335,Kathleen,Hansen,prj00335@company.com,689-455-4393x7690,PROJECTS,Planner,L2,50000.0,2023-04-10,False,Field Camp,,Sudanese,16,CC-PRJ-254,2023-04-10
EMP-000336,PRO00336,مكّي,آل العسكري,pro00336@company.com,751-984-8947x6973,PROCUREMENT,Senior Buyer,L2,50000.0,2015-03-24,True,Site Office B,,Saudi,22,CC-PRO-101,2015-03-24
EMP-000337,HSE00337,ضاحي,آل عواض,hse00337@company.com,(0115)4960416,HSE,Safety Inspector,L2,50000.0,2016-11-24,True,Site Office B,CSP,Saudi,10,CC-HSE-828,2016-11-24
EMP-000338,ENG00338,Jaclyn,Smith,eng00338@company.com,+44(0)141 496 0588,ENGINEERING,Engineer,L1,10000.0,2015-03-12,True,Site Office B,,British,30,CC-ENG-865,2015-03-12
EMP-000339,PRO00339,Jill,Martin,pro00339@company.com,(951)582-7553x9423,PROCUREMENT,Buyer,L1,10000.0,2012-12-29,True,Site Office A,,Saudi,28,CC-PRO-778,2012-12-29
EMP-000340,CTR00340,Christine,أبو داوود,ctr00340@company.com,295.221.1179,CONTRACTS,Contract Admin,L1,10000.0,2015-11-09,True,Field Camp,,American,21,CC-CTR-425,2015-11-09
EMP-000341,FIN00341,Tracey,آل معيض,fin00341@company.com,+44(0)909 879 0947,FINANCE,Accountant,L1,10000.0,2014-07-19,True,Regional Office,CPA,Pakistani,29,CC-FIN-577,2014-07-19
EMP-000342,ENG00342,محمّد,Singh,eng00342@company.com,+441174960920,ENGINEERING,Engineer,L1,10000.0,2018-01-14,False,Head Office,,Filipino,8,CC-ENG-192,2018-01-14
EMP-000343,PRO00343,Molly,Birch,pro00343@company.com,356.727.1875x00369,PROCUREMENT,Procurement Specialist,L3,200000.0,2023-07-14,True,Regional Office,CIPS,Egyptian,23,CC-PRO-505,2023-07-14
EMP-000344,FIN00344,Claire,Jimenez,fin00344@company.com,0118 496 0479,FINANCE,AP Specialist,L3,200000.0,2015-11-02,True,Head Office,,Jordanian,16,CC-FIN-196,2015-11-02
EMP-000345,FIN00345,Dustin,آل سلطان,fin00345@company.com,(855)864-7292x93143,FINANCE,Cost Controller,L4,1000000.0,2013-02-19,True,Head Office,,Egyptian,9,CC-FIN-302,2013-02-19
EMP-000346,HSE00346,Aaron,المغاولة,hse00346@company.com,08081570026,HSE,Safety Inspector,L2,50000.0,2011-11-20,True,Head Office,,Saudi,5,CC-HSE-302,2011-11-20
EMP-000347,CTR00347,رامز,Morris,ctr00347@company.com,001-657-944-8906x1203,CONTRACTS,Contract Specialist,L2,50000.0,2012-11-21,True,Regional Office,,British,8,CC-CTR-143,2012-11-21
EMP-000348,CTR00348,Leigh,Jenkins,ctr00348@company.com,+441314960588,CONTRACTS,Contract Admin,L1,10000.0,2022-11-15,True,Warehouse,,Jordanian,2,CC-CTR-491,2022-11-15
EMP-000349,PRJ00349,جودي,المهنا,prj00349@company.com,+44909 879 0939,PROJECTS,Project Coordinator,L1,10000.0,2014-10-25,False,Head Office,PRINCE2,Saudi,16,CC-PRJ-762,2014-10-25
EMP-000350,ENG00350,افتكار,الخرافي,eng00350@company.com,001-745-858-7716x94722,ENGINEERING,Senior Engineer,L2,50000.0,2022-05-09,True,Head Office,,American,13,CC-ENG-758,2022-05-09
EMP-000351,LEG00351,Linda,بن لادن,leg00351@company.com,825-635-5449,LEGAL,Contract Analyst,L2,50000.0,2022-03-12,True,Field Camp,,British,31,CC-LEG-657,2022-03-12
EMP-000352,HSE00352,Sharon,Parry,hse00352@company.com,362.320.2341x326,HSE,Safety Inspector,L2,50000.0,2022-09-08,True,Site Office A,IOSH,Bangladeshi,15,CC-HSE-130,2022-09-08
EMP-000353,LEG00353,Alison,Johnson,leg00353@company.com,001-968-411-4921x64334,LEGAL,Senior Counsel,L4,1000000.0,2011-04-25,True,Site Office A,,British,15,CC-LEG-263,2011-04-25
EMP-000354,PRO00354,جالا,المهنا,pro00354@company.com,(957)878-4872x829,PROCUREMENT,Procurement Specialist,L3,200000.0,2015-12-24,True,Regional Office,,Egyptian,25,CC-PRO-463,2015-12-24
EMP-000355,CTR00355,Scott,Ali,ctr00355@company.com,(0131) 4960783,CONTRACTS,Contracts Director,L6,,2013-11-24,True,Site Office B,,British,2,CC-CTR-820,2013-11-24
EMP-000356,PRJ00356,Jodie,Robles,prj00356@company.com,200-882-5478x0774,PROJECTS,PMO Lead,L5,10000000.0,2022-08-23,True,Field Camp,,Jordanian,35,CC-PRJ-416,2022-08-23
EMP-000357,PRO00357,طيّع,حنبولي,pro00357@company.com,(336)886-6326x634,PROCUREMENT,Buyer,L1,10000.0,2011-04-06,True,Head Office,,Saudi,22,CC-PRO-728,2011-04-06
EMP-000358,PRO00358,بلسم,Kay,pro00358@company.com,+1-944-684-6312x24179,PROCUREMENT,Buyer,L1,10000.0,2013-12-24,False,Regional Office,CIPS,Pakistani,10,CC-PRO-892,2013-12-24
EMP-000359,PRO00359,Christopher,Snyder,pro00359@company.com,(908)202-1442,PROCUREMENT,Senior Buyer,L2,50000.0,2018-03-09,False,Site Office A,,American,7,CC-PRO-444,2018-03-09
EMP-000360,ENG00360,Bethan,Rivera,eng00360@company.com,+44(0)1414960475,ENGINEERING,Engineer,L1,10000.0,2013-07-14,True,Site Office A,,Jordanian,21,CC-ENG-278,2013-07-14
EMP-000361,PRJ00361,Theresa,آل قصير,prj00361@company.com,8462187234,PROJECTS,Scheduler,L3,200000.0,2023-10-07,True,Head Office,,Pakistani,25,CC-PRJ-414,2023-10-07
EMP-000362,PRJ00362,Steven,Boyd,prj00362@company.com,(0306)9990730,PROJECTS,Project Coordinator,L1,10000.0,2013-12-26,True,Field Camp,,American,3,CC-PRJ-286,2013-12-26
EMP-000363,PRJ00363,صهيب,Young,prj00363@company.com,764.252.0881x4743,PROJECTS,PMO Lead,L5,10000000.0,2023-09-18,True,Site Office B,,Pakistani,22,CC-PRJ-863,2023-09-18
EMP-000364,PRO00364,روحي,Pearson,pro00364@company.com,+44(0)1214960024,PROCUREMENT,Senior Buyer,L2,50000.0,2017-03-02,True,Regional Office,CPM,Jordanian,1,CC-PRO-371,2017-03-02
EMP-000365,PRO00365,بتول,Begum,pro00365@company.com,9973925132,PROCUREMENT,Procurement Specialist,L3,200000.0,2017-11-11,True,Head Office,CPSM,Jordanian,27,CC-PRO-270,2017-11-11
EMP-000366,LEG00366,Alex,Norris,leg00366@company.com,7057281273,LEGAL,Contract Analyst,L2,50000.0,2018-06-30,True,Site Office A,,Jordanian,15,CC-LEG-266,2018-06-30
EMP-000367,FIN00367,Diana,Moore,fin00367@company.com,(01632)960240,FINANCE,Cost Controller,L4,1000000.0,2010-10-01,True,Site Office A,,Indian,22,CC-FIN-274,2010-10-01
EMP-000368,LEG00368,سعود,Doyle,leg00368@company.com,001-473-392-8557x498,LEGAL,Legal Officer,L1,10000.0,2011-09-07,True,Regional Office,,Indian,22,CC-LEG-708,2011-09-07
EMP-000369,CTR00369,ناظم,Hunter,ctr00369@company.com,+44191 496 0570,CONTRACTS,Contracts Manager,L5,10000000.0,2010-09-11,True,Warehouse,,Bangladeshi,28,CC-CTR-260,2010-09-11
EMP-000370,PRO00370,Michelle,أبو داوود,pro00370@company.com,+1-459-635-1863x878,PROCUREMENT,Senior Buyer,L2,50000.0,2014-04-06,True,Site Office B,,Sudanese,17,CC-PRO-776,2014-04-06
EMP-000371,ENG00371,Anthony,الحكير,eng00371@company.com,981-502-2031,ENGINEERING,Engineer,L1,10000.0,2011-02-11,True,Site Office B,,Saudi,24,CC-ENG-103,2011-02-11
EMP-000372,ENG00372,خالدي,Bevan,eng00372@company.com,389.994.0539x1037,ENGINEERING,Engineer,L1,10000.0,2023-06-18,True,Head Office,CEng,Indian,31,CC-ENG-964,2023-06-18
EMP-000373,PRO00373,Debra,Navarro,pro00373@company.com,+44808 157 0509,PROCUREMENT,Category Manager,L4,1000000.0,2020-07-24,True,Warehouse,CPSM,Pakistani,24,CC-PRO-490,2020-07-24
EMP-000374,ENG00374,Jessica,الحكير,eng00374@company.com,+44114 4960381,ENGINEERING,Senior Engineer,L2,50000.0,2015-11-27,True,Head Office,,Bangladeshi,4,CC-ENG-254,2015-11-27
EMP-000375,HSE00375,روبا,Young,hse00375@company.com,783.992.8861,HSE,Environmental Specialist,L3,200000.0,2011-12-04,True,Regional Office,ISO 45001 Lead Auditor,Egyptian,4,CC-HSE-960,2011-12-04
EMP-000376,ENG00376,عمر,Ali,eng00376@company.com,(786)785-2897,ENGINEERING,Senior Engineer,L2,50000.0,2022-01-04,True,Field Camp,,Egyptian,31,CC-ENG-406,2022-01-04
EMP-000377,PRO00377,Jodie,Holmes,pro00377@company.com,(259)239-8368x45776,PROCUREMENT,Procurement Lead,L5,10000000.0,2010-10-12,True,Field Camp,,Bangladeshi,10,CC-PRO-223,2010-10-12
EMP-000378,CTR00378,Daniel,آل معيض,ctr00378@company.com,0113 4960433,CONTRACTS,Contract Specialist,L2,50000.0,2013-10-01,False,Regional Office,,Pakistani,3,CC-CTR-533,2013-10-01
EMP-000379,PRO00379,Clifford,Duncan,pro00379@company.com,589.592.1075x22459,PROCUREMENT,Procurement Specialist,L3,200000.0,2014-07-13,False,Site Office B,,Filipino,21,CC-PRO-844,2014-07-13
EMP-000380,CTR00380,يافع,Ferguson,ctr00380@company.com,615.272.7919,CONTRACTS,Contract Admin,L1,10000.0,2018-09-15,True,Site Office B,,Filipino,34,CC-CTR-569,2018-09-15
EMP-000381,CTR00381,Stephanie,آل عواض,ctr00381@company.com,001-755-466-1390x60480,CONTRACTS,Contract Admin,L1,10000.0,2023-12-23,True,Regional Office,,Indian,27,CC-CTR-253,2023-12-23
EMP-000382,PRO00382,David,Alvarez,pro00382@company.com,6678998136,PROCUREMENT,Procurement Specialist,L3,200000.0,2012-03-31,False,Site Office B,CPM,Sudanese,23,CC-PRO-998,2012-03-31
EMP-000383,ENG00383,صادح,Byrne,eng00383@company.com,4869416862,ENGINEERING,Senior Engineer,L2,50000.0,2020-11-21,True,Site Office A,LEED AP,Pakistani,26,CC-ENG-139,2020-11-21
EMP-000384,ENG00384,Emily,Owen,eng00384@company.com,789.383.3146,ENGINEERING,Project Engineer,L5,10000000.0,2015-05-01,True,Site Office A,CEng,Saudi,22,CC-ENG-937,2015-05-01
EMP-000385,HSE00385,Katherine,Rodriguez,hse00385@company.com,559-704-2597x92703,HSE,Safety Inspector,L2,50000.0,2021-01-10,True,Warehouse,,Egyptian,9,CC-HSE-407,2021-01-10
EMP-000386,CTR00386,Rhys,المهنا,ctr00386@company.com,992.240.5147,CONTRACTS,Contract Specialist,L2,50000.0,2017-03-13,True,Site Office A,,Indian,13,CC-CTR-552,2017-03-13
EMP-000387,PRO00387,Ronald,Campbell,pro00387@company.com,888.248.7920,PROCUREMENT,Category Manager,L4,1000000.0,2020-11-12,True,Regional Office,,Sudanese,11,CC-PRO-167,2020-11-12
EMP-000388,ENG00388,Natasha,آل خضير,eng00388@company.com,+1-840-570-1645x104,ENGINEERING,Senior Engineer,L2,50000.0,2013-01-16,True,Site Office B,,Pakistani,13,CC-ENG-996,2013-01-16
EMP-000389,HSE00389,James,Moore,hse00389@company.com,(0161) 4960981,HSE,HSE Manager,L4,1000000.0,2015-08-06,True,Head Office,OSHA 30,Filipino,24,CC-HSE-943,2015-08-06
EMP-000390,FIN00390,فخر الدّين,Johnson,fin00390@company.com,2037845762,FINANCE,Financial Analyst,L2,50000.0,2012-10-11,True,Head Office,,Jordanian,12,CC-FIN-991,2012-10-11
EMP-000391,FIN00391,Cameron,آل سلطان,fin00391@company.com,840.546.0843x25621,FINANCE,AP Specialist,L3,200000.0,2017-09-21,True,Regional Office,,Indian,19,CC-FIN-128,2017-09-21
EMP-000392,ENG00392,زهران,Delgado,eng00392@company.com,+44121 4960957,ENGINEERING,Engineer,L1,10000.0,2022-11-01,True,Head Office,PMP,Egyptian,18,CC-ENG-767,2022-11-01
EMP-000393,ENG00393,Angela,آل رفيع,eng00393@company.com,+1-432-748-2629,ENGINEERING,Engineer,L1,10000.0,2010-03-14,True,Head Office,PE,Egyptian,17,CC-ENG-722,2010-03-14
EMP-000394,HSE00394,وسام,آل عواض,hse00394@company.com,220-656-6474x23122,HSE,Safety Inspector,L2,50000.0,2016-03-05,True,Site Office A,IOSH,Egyptian,30,CC-HSE-409,2016-03-05
EMP-000395,PRJ00395,Melissa,Jones,prj00395@company.com,930.751.7289,PROJECTS,Project Manager,L4,1000000.0,2018-11-28,True,Head Office,,British,19,CC-PRJ-405,2018-11-28
EMP-000396,PRJ00396,Sara,Taylor,prj00396@company.com,530.360.4633,PROJECTS,Planner,L2,50000.0,2017-07-17,False,Site Office B,,Filipino,20,CC-PRJ-292,2017-07-17
EMP-000397,PRO00397,Carol,Franklin,pro00397@company.com,+44292018573,PROCUREMENT,Category Manager,L4,1000000.0,2011-04-11,True,Regional Office,,British,9,CC-PRO-838,2011-04-11
EMP-000398,PRO00398,وفائي,المهنا,pro00398@company.com,(01632) 960569,PROCUREMENT,Senior Buyer,L2,50000.0,2016-08-18,True,Site Office A,CIPS,Bangladeshi,13,CC-PRO-451,2016-08-18
EMP-000399,PRJ00399,Kelly,Young,prj00399@company.com,+1-808-217-7038x8608,PROJECTS,Project Coordinator,L1,10000.0,2021-12-28,True,Site Office A,,British,33,CC-PRJ-407,2021-12-28
