vendor_id,vendor_code,vendor_name,vendor_legal_name,vendor_type,sector_specialization,country,state,city,postal_code,address_line1,address_line2,registration_number,vat_number,tax_id,bank_name,bank_account,swift_code,payment_terms_days,credit_limit_usd,performance_rating,risk_category,prequalification_status,prequalification_expiry_date,iso_certified,hse_rating,minority_owned,small_business,contact_name,contact_email,contact_phone,annual_turnover_usd,years_in_business,created_date,last_updated_date
VND-000492,V00492,Bird and Sons,Slater-Baxter LLC,CONSULTANT,POWER,UAE,Ras Al Khaimah,Campbellhaven,B9 4DS,1 Stone Viaduct,Flat 3,REG-AE-78761110,VAT749604459082389,TID-180004114,Barclays,AE258468509574430349,BARCAEXXX,30,417713.49,2.5,LOW,PENDING,2023-05-11,True,1,False,False,Linda Allen,linda.allen@thompson-nelson.com,+44(0)116 496 0776,491158.47,35,2016-04-08,2024-09-12
VND-000493,V00493,Turner Group,Taylor-Spencer Corp.,SUPPLIER,CIVIL,Kuwait,Kuwait City,Watsonton,23102,2 Moore Mills,,REG-KW-52590001,VAT118077714024737,TID-766547575,Barclays,KW671553132593678136,BARCKWXXX,90,771069.32,2.5,MEDIUM,APPROVED,2026-11-23,True,3,True,False,Mr Malcolm Butler,mr.malcolm.butler@villegas.com,+441184960417,4973547.52,23,2017-12-24,2022-11-03
VND-000494,V00494,Wilkinson-Taylor,Clements-Charlton Ltd.,SUPPLIER,OIL_GAS,India,Maharashtra,West Michael,37315,8 Hunter Grove,Apt. 095,REG-IN-17834175,VAT465303957465763,TID-929922494,JPMorgan Chase,IN637045238885622586,JPMOINXXX,60,62914.35,3.1,MEDIUM,APPROVED,2028-08-11,True,4,False,False,Mr Tony West,mr.tony.west@tyler-turner.com,255.574.2164x35990,1038371.73,33,2021-07-18,2024-11-03
VND-000495,V00495,Freeman Group,Kelly-Bentley Inc.,SUBCONTRACTOR,POWER,USA,Florida,West Elliechester,EN67 6JR,418 Velasquez Summit Apt. 027,,REG-US-51183538,VAT819636255237459,TID-346502547,Deutsche Bank,US299428249116502000,DEUTUSXXX,30,684063.88,2.4,HIGH,CONDITIONAL,2020-05-28,True,3,False,False,Ryan Reid,ryan.reid@walker-wagner.net,+44(0)29 2018291,339070.68,20,2021-07-29,2023-04-21
VND-000496,V00496,Wright-Smith,Mccarthy Group Corp.,OEM,POWER,Oman,Muscat,Matthewmouth,52452,"Studio 30z
Harrison Crest",,REG-OM-77053091,VAT350048428933065,TID-554270461,Wells Fargo,OM283682144488966997,WELLOMXXX,45,493913.41,3.6,LOW,APPROVED,2027-12-04,True,3,False,False,Donna Stewart,donna.stewart@mitchell-rowe.com,(226)967-9419,4008018.5,46,2020-01-14,2024-06-22
VND-000497,V00497,Jennings-Watts,Frazier-Jackson Ltd.,OEM,MULTI,Australia,New South Wales,Charliehaven,M9 2ET,861 Vega Mills Apt. 663,,REG-AU-22059594,VAT375563038368695,TID-545997993,Standard Chartered,AU112812312392049106,STANAUXXX,60,229557.36,3.6,LOW,EXPIRED,2020-11-23,True,2,True,False,Clifford Mann,clifford.mann@ruiz-harris.biz,4163290739,8406733.42,18,2017-12-10,2024-09-29
VND-000498,V00498,Holland Ltd,Morrison-Thompson Inc.,SUBCONTRACTOR,OIL_GAS,USA,Texas,Wilsonberg,11917,9014 Hampton Ridge Suite 706,Apt. 958,REG-US-23723755,VAT159779040581353,TID-689885924,Deutsche Bank,US408472629052918768,DEUTUSXXX,45,76516.66,3.4,MEDIUM,APPROVED,2026-12-17,True,3,False,True,Shaun Morgan-Moran,shaun.morgan-moran@davis-mclaughlin.com,0117 496 0054,1935531.05,46,2017-01-14,2024-06-19
VND-000499,V00499,Walters-Finley,Ruiz-Dalton Ltd.,SUBCONTRACTOR,POWER,Australia,Western Australia,Jessehaven,DT1N 1RL,0370 Thomas Rapid,,REG-AU-82499525,VAT460516132538356,TID-696940471,BNP Paribas,AU832165914388232553,BNPXAUXXX,45,119563.13,2.0,HIGH,EXPIRED,2022-05-05,True,4,False,True,Adrian Barker,adrian.barker@gregory.net,(840)470-3088x08172,652610.78,12,2018-06-15,2023-07-01
VND-000500,V00500,Barnes Inc,"Akhtar, Willis and Mistry Corp.",OEM,CIVIL,Kuwait,Ahmadi,Pierceport,E9G 2UR,8 Melanie Dale,,REG-KW-54440795,VAT850658262789391,TID-739838225,ABN AMRO,KW179791279970292712,ABNXKWXXX,45,246353.11,3.2,LOW,APPROVED,2029-01-27,True,3,False,False,Dr Stephen Benson,dr.stephen.benson@thomas-romero.org,691.670.2634,1625169.16,12,2020-04-03,2024-12-15
VND-000501,V00501,Carlson-Richards,Martin-Mcdowell S.A.,SUBCONTRACTOR,MULTI,France,Auvergne-Rhône-Alpes,Leahfurt,29707,"Flat 02
Pearce Lodge",,REG-FR-56883986,VAT337098015669140,TID-844446263,Deutsche Bank,FR666083200487978889,DEUTFRXXX,30,166848.66,4.7,LOW,APPROVED,2029-03-02,False,2,False,False,Felicia Boyd,felicia.boyd@francis.com,796.470.2436,288480.87,27,2022-11-27,2024-02-02
VND-000502,V00502,Bell Ltd,Wilcox-Nelson Corp.,SUBCONTRACTOR,POWER,Qatar,Doha,West Owenbury,EH85 6SF,60667 Campbell Cliffs,,REG-QA-13225245,VAT440909131330062,TID-313502280,Bank of America,QA949517152391029295,BANKQAXXX,30,422905.67,4.5,LOW,APPROVED,2029-02-24,False,4,False,False,Lynda Mitchell-Harrison,lynda.mitchell-harri@marsh-white.com,(894)497-2204x298,896066.99,17,2020-05-11,2023-07-22
VND-000503,V00503,Flores PLC,"Melendez, Morrison and Bean LLC",CONSULTANT,MULTI,UAE,Ras Al Khaimah,Elliottberg,NW87 7ZG,"Flat 4
Louis Glens",,REG-AE-24026495,VAT147120862334992,TID-229876362,JPMorgan Chase,AE612132176720191116,JPMOAEXXX,60,308004.89,4.2,LOW,APPROVED,2028-10-14,True,3,False,False,James Levy,james.levy@barrett.biz,5843931539,17892092.17,13,2021-12-04,2022-03-07
VND-000504,V00504,"Hudson, Bruce and Hodgson","Riley, Wilson and Hancock LLC",LABOUR_CONTRACTOR,MULTI,UAE,Ras Al Khaimah,South Alejandro,27256,"Flat 87
Ryan Ramp",,REG-AE-11173352,VAT848636750275349,TID-450726245,HSBC,AE532748124211408682,HSBCAEXXX,30,46564.47,4.0,MEDIUM,APPROVED,2027-11-22,True,3,False,True,Donna Williams,donna.williams@lane-richards.com,+44289018564,1113661.78,29,2016-07-05,2022-11-04
VND-000505,V00505,"Harding, Hansen and Oliver",Rowe-Hewitt S.A.,LABOUR_CONTRACTOR,OIL_GAS,Italy,Lazio,West Regina,75000,8201 Hopkins Gardens Apt. 796,Flat 8,REG-IT-53840736,VAT512856049061269,TID-515934026,Standard Chartered,IT809952970137124365,STANITXXX,45,307980.4,5.0,MEDIUM,APPROVED,2027-06-22,False,5,False,False,Owen Brooks,owen.brooks@white.org,02074960572,4872765.43,6,2018-06-11,2022-09-24
VND-000506,V00506,Graham Inc,Williams Group Inc.,SUBCONTRACTOR,CIVIL,USA,Texas,West Louisport,BN3 1YG,599 Brittany Path,Flat 37,REG-US-45039128,VAT870623985620721,TID-778320001,Bank of America,US509071669063224815,BANKUSXXX,60,53853.29,3.7,LOW,APPROVED,2027-07-12,True,2,False,True,Elizabeth Ellis-Stephens,elizabeth.ellis-step@lee.biz,242.644.4748,9537550.85,49,2022-03-14,2022-01-16
VND-000507,V00507,Soto-Madden,Hobbs PLC GmbH,SUBCONTRACTOR,OIL_GAS,Germany,Berlin,Payneside,W3 8YQ,6340 Angela Knoll Apt. 558,Apt. 574,REG-DE-10366686,VAT149676066598141,TID-695863793,Bank of America,DE651579554623471247,BANKDEXXX,30,1743791.52,2.7,HIGH,CONDITIONAL,2022-11-19,True,5,False,False,Mr Nathan Saunders,mr.nathan.saunders@holt.biz,(01632) 960 965,2078303.96,12,2015-09-01,2022-08-31
VND-000508,V00508,Miller PLC,"Hill, Smith and Juarez LLC",LABOUR_CONTRACTOR,OIL_GAS,UAE,Ajman,South Brandonfort,89757,2038 Herman Plains Suite 407,,REG-AE-70795682,VAT377536928354288,TID-157856516,HSBC,AE628157129015071380,HSBCAEXXX,90,722404.92,3.0,LOW,EXPIRED,2021-11-11,True,3,False,False,Jessica Kirby,jessica.kirby@love.com,(865)529-5164,886821.76,10,2020-03-07,2023-04-15
VND-000509,V00509,Anderson Inc,Freeman-Wagner Inc.,MANUFACTURER,MULTI,USA,California,West Jennifer,79076,11326 Garcia Isle Suite 858,,REG-US-54796872,VAT974832749553814,TID-315140936,Bank of America,US106258857669470318,BANKUSXXX,90,557708.47,4.9,MEDIUM,APPROVED,2027-02-28,False,1,False,False,Timothy Jacobs,timothy.jacobs@smith-brown.net,226-732-1196x04722,1290153.65,33,2021-10-22,2024-04-04
VND-000510,V00510,"Armstrong, Daniel and Ray",Christensen-Roberts LLC,SUPPLIER,CIVIL,Saudi Arabia,Riyadh,Gregoryfort,TR66 6GJ,"Flat 5
James Dam",,REG-SA-72727812,VAT142053108486807,TID-121096724,HSBC,SA950466614590110797,HSBCSAXXX,60,170188.57,3.6,MEDIUM,PENDING,2023-04-14,False,3,True,False,Shannon Ellis-Doyle,shannon.ellis-doyle@shelton.com,+44114 496 0840,623261.15,20,2022-05-07,2023-06-22
VND-000511,V00511,Middleton and Sons,Foster and Sons Corp.,LABOUR_CONTRACTOR,POWER,Oman,Al Batinah,Toddside,85301,"Flat 9
Mark Wall",,REG-OM-18740077,VAT621568796778813,TID-733848221,Deutsche Bank,OM922049980949769873,DEUTOMXXX,60,295625.27,4.3,MEDIUM,APPROVED,2028-08-10,False,4,False,False,Gillian Walker,gillian.walker@butcher.biz,001-709-412-0302,569414.86,29,2019-12-04,2022-09-04
VND-000512,V00512,Daniels Group,Williams-Hanson LLC,MANUFACTURER,MULTI,UAE,Ajman,Matthewborough,GY54 9FB,"Studio 89s
Bennett Fork",,REG-AE-32165081,VAT585025861084152,TID-809015667,Standard Chartered,AE432562389949919701,STANAEXXX,30,1290998.75,3.9,LOW,APPROVED,2027-06-26,True,3,False,False,Dr Glen Jones,dr.glen.jones@baxter.co.uk,780-581-8965,4739308.09,34,2016-07-25,2022-02-23
VND-000513,V00513,Garcia-Fisher,Lyons-James Inc.,OEM,CIVIL,USA,California,Mohamedfurt,41080,04 Taylor Drives,,REG-US-82142272,VAT804767641726159,TID-730981589,ABN AMRO,US121813599898972117,ABNXUSXXX,90,272918.18,4.2,MEDIUM,APPROVED,2026-06-15,True,4,False,False,Jennifer Anderson,jennifer.anderson@lees.info,+44141 4960023,363118.66,9,2018-04-01,2024-11-06
VND-000514,V00514,Rose-Armstrong,Law-Saunders Corp.,SUPPLIER,CIVIL,Qatar,Al Rayyan,West Leannestad,G44 3JY,"Studio 9
George Lane",,REG-QA-35355653,VAT734364007812807,TID-191405534,Barclays,QA338570820048067571,BARCQAXXX,60,1661830.56,2.3,HIGH,EXPIRED,2020-07-06,False,3,False,False,Troy Becker,troy.becker@hall-swanson.com,+441632 960531,1357889.12,46,2018-05-11,2024-04-05
VND-000515,V00515,"Young, Ibarra and Reeves","Gibbons, Stevens and Sheppard LLC",SUPPLIER,POWER,Saudi Arabia,Jeddah,Jacksonmouth,RG8 6XA,"Flat 2
Annette Neck",,REG-SA-76351268,VAT721326717637923,TID-789693165,BNP Paribas,SA159704095314196156,BNPXSAXXX,60,1446878.0,3.3,MEDIUM,APPROVED,2029-01-06,False,2,False,False,Jemma McDonald,jemma.mcdonald@randolph.biz,0808 1570184,3898622.13,23,2017-10-13,2022-12-29
VND-000516,V00516,"Murillo, Sullivan and Green",Fitzgerald and Sons LLC,SUBCONTRACTOR,POWER,Saudi Arabia,Dhahran,Port Dawnshire,73989,26769 Jonathan Mill Suite 392,,REG-SA-18691930,VAT113075787184421,TID-264228009,HSBC,SA299649668349604784,HSBCSAXXX,30,2825978.55,3.8,MEDIUM,EXPIRED,2020-07-28,False,2,False,False,Larry Reynolds,larry.reynolds@lopez.org,001-385-820-2320x9140,923970.91,29,2021-04-16,2023-11-24
VND-000517,V00517,"Cook, Wheeler and Tomlinson",Taylor-Mills Inc.,LABOUR_CONTRACTOR,POWER,USA,New York,Port Lauren,KY9 3XJ,64332 Kiara Meadows,,REG-US-19146919,VAT124831030931793,TID-769197840,ABN AMRO,US838688390624672879,ABNXUSXXX,45,523333.33,4.1,MEDIUM,APPROVED,2027-12-19,False,4,False,False,Diane Kelly-Jordan,diane.kelly-jordan@garza.info,(277)877-3316,2760627.24,9,2015-09-17,2022-07-02
VND-000518,V00518,"Roberts, Luna and Johnson",Johnson LLC LLC,LABOUR_CONTRACTOR,POWER,Saudi Arabia,Al Khobar,Lesleytown,GU0E 4AS,"Studio 26
Burton Landing",,REG-SA-58360819,VAT944958701867108,TID-424364703,Standard Chartered,SA313760523045881650,STANSAXXX,60,750602.86,4.6,MEDIUM,APPROVED,2027-10-02,True,3,False,False,Kelly Doherty,kelly.doherty@gray.com,(920)603-6385x64614,3815617.36,12,2020-07-22,2022-10-24
VND-000519,V00519,Wright PLC,George-Mccarthy LLC,OEM,POWER,Saudi Arabia,Al Khobar,Berryborough,AL4 2SS,2 Marie Glens,,REG-SA-46439924,VAT598603095355608,TID-390844530,Barclays,SA221824989808806782,BARCSAXXX,60,373398.39,4.3,LOW,PENDING,2020-08-02,True,3,False,False,Claudia Matthews,claudia.matthews@allen.org,0115 4960212,730588.85,19,2019-08-22,2024-11-24
VND-000520,V00520,Hodgson-Mason,Velasquez PLC Ltd.,CONSULTANT,MULTI,UK,Scotland,West Christinaside,45197,"Studio 87e
Scott Ford",Studio 87,REG-GB-34237228,VAT979380326573362,TID-612987363,ABN AMRO,GB968694155945011929,ABNXGBXXX,30,103702.15,2.8,MEDIUM,APPROVED,2028-06-03,False,3,False,False,Hayley Brown,hayley.brown@cohen.com,684-916-8061x34956,23584641.98,49,2019-01-19,2023-05-20
VND-000521,V00521,Franco Inc,"Hodge, Wallace and Harris LLC",SUPPLIER,POWER,Saudi Arabia,Al Khobar,Jenningsmouth,55181,2016 Kelly Island Suite 864,Studio 8,REG-SA-98055418,VAT744466935161764,TID-423338835,Deutsche Bank,SA863621894559067000,DEUTSAXXX,45,418888.68,2.7,MEDIUM,PENDING,2022-12-22,False,3,False,False,Ross Johnson,ross.johnson@young.com,+44(0)121 4960557,1434722.17,42,2016-07-10,2023-09-04
VND-000522,V00522,Ingram-Rose,Vega-Howard LLC,MANUFACTURER,POWER,Saudi Arabia,Jubail,East Conorfort,23454,"Flat 18L
Begum Avenue",,REG-SA-35808393,VAT670181738864478,TID-964646304,BNP Paribas,SA384204565775809745,BNPXSAXXX,45,639402.06,2.1,HIGH,CONDITIONAL,2022-05-20,True,3,False,False,Sarah Bailey-Cooper,sarah.bailey-cooper@reynolds-law.net,738.968.6083,5322972.22,13,2021-10-28,2022-03-01
VND-000523,V00523,"Parker, Talbot and Wilkinson",Lord Ltd LLC,SUPPLIER,OIL_GAS,UAE,Abu Dhabi,South Andrewbury,80286,4 Carole Trail,Studio 19E,REG-AE-98133285,VAT449724042637101,TID-530823983,Deutsche Bank,AE719953006221224276,DEUTAEXXX,30,313608.74,4.1,MEDIUM,APPROVED,2026-08-29,True,3,False,False,Gemma Wallace,gemma.wallace@dyer-kelly.co.uk,+44909 879 0972,1636567.6,29,2016-07-04,2023-10-10
VND-000524,V00524,"Morris, Bowman and Ashley",Mitchell-Hughes GmbH,MANUFACTURER,CIVIL,Germany,Hamburg,Carlside,BA5W 2SA,2031 Pruitt Rapid Apt. 584,Suite 342,REG-DE-11828041,VAT602280418770716,TID-244858524,Wells Fargo,DE660179867782312995,WELLDEXXX,60,409794.25,3.7,MEDIUM,APPROVED,2027-03-16,True,2,False,False,Kelly Evans,kelly.evans@brown.com,919.777.7486,13762697.76,45,2019-08-01,2023-06-23
VND-000525,V00525,Tyler and Sons,"Reynolds, Frost and Lewis Ltd.",MANUFACTURER,CIVIL,UK,Scotland,Lake Dylanland,85265,0586 Martin Manor,Flat 83g,REG-GB-53526658,VAT385099407914006,TID-488725866,Bank of America,GB746807852548242183,BANKGBXXX,90,900104.01,3.8,MEDIUM,EXPIRED,2020-03-05,True,3,False,False,Aaron Turner-Holmes,aaron.turner-holmes@smith.com,0117 4960066,4430908.77,48,2018-01-04,2022-04-07
VND-000526,V00526,"Parry, Lee and McDonald",Fuller-Moore Ltd.,SUPPLIER,OIL_GAS,Australia,Western Australia,Lake Tammy,31377,237 Shannon Parkway Apt. 223,,REG-AU-84502763,VAT527287135983072,TID-835602271,Barclays,AU344897917763342720,BARCAUXXX,60,577914.16,4.3,MEDIUM,APPROVED,2028-12-11,True,3,True,False,William Moreno,william.moreno@fernandez-hernandez.com,(029)2018900,421872.92,27,2016-11-26,2022-05-30
VND-000527,V00527,"Warren, Zhang and Johns","Moody, Fisher and Edwards Inc.",OEM,OIL_GAS,USA,California,Abdulside,59802,159 Luke Rapids Apt. 894,,REG-US-95143591,VAT216912189388506,TID-652657298,Standard Chartered,US990693588249353400,STANUSXXX,60,296937.77,3.8,MEDIUM,APPROVED,2028-10-02,True,4,True,False,Hollie Gregory,hollie.gregory@robinson-jackson.com,+44(0)161 4960962,1060570.7,35,2015-10-11,2024-03-22
VND-000528,V00528,Wilson Ltd,Wheeler Ltd LLC,SUPPLIER,MULTI,Saudi Arabia,Dammam,New Marcus,83343,812 Baker Tunnel,,REG-SA-71269496,VAT665586893024085,TID-650284454,Standard Chartered,SA788517993781053912,STANSAXXX,60,799270.4,1.9,HIGH,REJECTED,2023-01-08,True,4,False,False,Ms Marian Brown,ms.marian.brown@jennings.com,520.970.6690x10792,8838232.09,29,2022-05-31,2023-06-08
VND-000529,V00529,"Flynn, Taylor and Gill",Burton LLC LLC,CONSULTANT,OIL_GAS,UAE,Ras Al Khaimah,South Angela,25536,"Studio 70Z
Williams Streets",,REG-AE-37344860,VAT726841163822583,TID-796533619,JPMorgan Chase,AE267147246301986424,JPMOAEXXX,45,640132.07,3.5,LOW,REJECTED,2020-11-29,True,4,False,False,Taylor Dixon,taylor.dixon@rogers.com,001-923-515-5505x70521,15422155.03,38,2017-07-16,2024-07-09
VND-000530,V00530,Ryan PLC,Mayer Ltd Ltd.,MANUFACTURER,MULTI,India,Tamil Nadu,Marcuston,N6 0YT,"Studio 02
Ruth Hollow",,REG-IN-12184722,VAT878742265989281,TID-660516377,Standard Chartered,IN102880983221010232,STANINXXX,30,4007627.06,3.7,LOW,EXPIRED,2022-06-07,True,5,False,False,Ms Jane Page,ms.jane.page@herbert.com,+44131 4960684,3942278.1,29,2019-04-30,2024-08-02
VND-000531,V00531,Lloyd-Morley,Cross PLC Ltd.,CONSULTANT,POWER,UK,Northern Ireland,Stewartshire,16101,"Flat 72M
Cheryl Mill",,REG-GB-83864238,VAT255660960025565,TID-309366141,Standard Chartered,GB635614038453198074,STANGBXXX,45,913498.19,2.5,MEDIUM,APPROVED,2028-07-28,True,4,True,False,Megan Little,megan.little@davis.com,786-783-0291,3159890.08,42,2018-07-13,2023-09-26
VND-000532,V00532,Carter-Cruz,"Reynolds, Price and Arroyo Corp.",SUBCONTRACTOR,POWER,Netherlands,South Holland,Port Julian,EN6E 5YQ,749 Diane Circles,Flat 5,REG-NL-21615436,VAT201664920851052,TID-855999768,Bank of America,NL486715006666411065,BANKNLXXX,60,80311.07,4.4,MEDIUM,APPROVED,2026-04-17,False,5,False,True,Brandon Bond,brandon.bond@walton.com,(621)381-6981,4486015.1,33,2017-07-09,2023-08-01
VND-000533,V00533,Cain Group,"Sullivan, Beck and Shea Corp.",MANUFACTURER,OIL_GAS,Qatar,Al Rayyan,Maryfort,BB9Y 2EX,7719 Fritz Loop Suite 102,,REG-QA-12070527,VAT363550050764386,TID-679751450,Standard Chartered,QA686683482689996269,STANQAXXX,60,187760.93,3.4,LOW,APPROVED,2026-12-12,True,4,False,False,Matthew Cole-Smith,matthew.cole-smith@tucker.com,+44(0)1632960634,1556312.55,35,2019-11-11,2024-12-01
VND-000534,V00534,Wells Group,"Quinn, Oliver and Evans LLC",LABOUR_CONTRACTOR,CIVIL,UAE,Ras Al Khaimah,East Lauraberg,43413,6144 Christina Forest Apt. 517,,REG-AE-84262134,VAT106583561152110,TID-917173816,HSBC,AE209320126578982604,HSBCAEXXX,60,314250.15,2.9,LOW,APPROVED,2027-01-24,True,5,False,False,Veronica Adams,veronica.adams@yoder.info,0909 8790656,4052934.82,9,2021-05-30,2024-01-25
VND-000535,V00535,Jennings-Bennett,"Parkinson, Evans and Reed Inc.",MANUFACTURER,CIVIL,USA,Louisiana,Port Nicola,M9 0HX,5 Collins Stravenue,,REG-US-90954568,VAT637652351342679,TID-458916917,Bank of America,US282118824199626422,BANKUSXXX,60,685634.94,4.7,MEDIUM,APPROVED,2028-10-20,True,3,False,False,James Burns,james.burns@robinson-bradley.com,244-686-7228x839,476202.31,8,2020-09-29,2022-06-02
VND-000536,V00536,"Lewis, Wright and Saunders",Davis-Green LLC,SUPPLIER,POWER,Saudi Arabia,Jeddah,East Gary,18066,95437 Curtis Manors Apt. 830,,REG-SA-55925432,VAT409746212427096,TID-156737741,HSBC,SA385682092257090016,HSBCSAXXX,45,1302333.96,3.8,LOW,APPROVED,2027-06-20,False,3,False,False,Miss Paige Elliott,miss.paige.elliott@parks-carter.com,+441614960001,962142.89,13,2020-02-25,2022-12-18
VND-000537,V00537,"Bryant, Williams and Powers","Garcia, Mcbride and Tucker Ltd.",SUPPLIER,MULTI,India,Rajasthan,North Graeme,GU25 0SX,9331 Mcmahon Fall,Apt. 600,REG-IN-85491870,VAT885895870959498,TID-908589984,Wells Fargo,IN542247312616850710,WELLINXXX,45,505909.93,3.4,LOW,APPROVED,2026-12-07,True,5,False,False,Erika Mays,erika.mays@williams.biz,402.486.5505,779789.87,41,2015-08-30,2022-07-07
VND-000538,V00538,Martin Ltd,Bird Group Corp.,SUPPLIER,POWER,Japan,Tokyo,North Gregoryberg,17373,0053 Jack Fall,Suite 620,REG-JP-97730855,VAT746270189433075,TID-943110227,Deutsche Bank,JP423709230071695007,DEUTJPXXX,60,453887.6,4.0,LOW,APPROVED,2027-12-05,False,1,False,False,John Garcia,john.garcia@flores-chapman.com,+1-590-411-3484x33913,3308801.74,19,2018-07-03,2023-11-02
VND-000539,V00539,Clements-Jordan,Brennan and Sons Ltd.,SUPPLIER,OIL_GAS,UK,Northern Ireland,New Gemma,TQ02 9WS,20 Smith Terrace,,REG-GB-57217126,VAT732170973602639,TID-812951509,Citibank,GB296198273481310450,CITIGBXXX,30,352355.8,2.9,LOW,APPROVED,2027-07-12,True,4,False,False,Brooke Quinn,brooke.quinn@lee-ali.com,+4428 9018 0734,4758844.13,48,2021-11-06,2024-04-05
VND-000540,V00540,Cobb-Brennan,Freeman-Merritt Ltd.,MANUFACTURER,POWER,Australia,Victoria,New Megan,81711,"Flat 14E
Lloyd Lodge",,REG-AU-77562496,VAT716049472616525,TID-426030678,JPMorgan Chase,AU796806486067398344,JPMOAUXXX,90,1990575.71,3.2,LOW,PENDING,2021-04-11,False,3,False,False,Ruben Davis,ruben.davis@holden-powell.com,(0116) 4960474,1238107.2,29,2016-12-25,2023-10-14
VND-000541,V00541,Bennett-Hayes,"Smith, Harris and Shaw LLC",OEM,OIL_GAS,UAE,Dubai,Petersbury,44902,7 Watson Summit,,REG-AE-82590604,VAT475272496550042,TID-922120921,ABN AMRO,AE140657955156239209,ABNXAEXXX,60,1054351.08,3.7,LOW,APPROVED,2026-07-10,True,5,True,False,Heather Jackson,heather.jackson@carter.net,843-446-8586x39061,364622.87,36,2018-08-22,2022-08-08
VND-000542,V00542,Jones Group,Day Inc LLC,MANUFACTURER,CIVIL,Saudi Arabia,Riyadh,Wrightbury,62305,48967 Angela Dam,,REG-SA-33773513,VAT100734431723456,TID-188790935,HSBC,SA972547602206953541,HSBCSAXXX,90,122236.91,1.5,BLACKLISTED,REJECTED,2021-01-08,True,4,False,False,Henry Walker,henry.walker@long.com,+441632 960493,320574.56,33,2022-06-24,2022-10-04
VND-000543,V00543,Bell and Sons,Kirby-Phillips LLC,SUPPLIER,MULTI,UAE,Ajman,North Tiffany,60795,36948 Victoria Creek Apt. 664,,REG-AE-72236168,VAT720084163728409,TID-153168984,Deutsche Bank,AE263259479507407173,DEUTAEXXX,60,321539.88,4.4,MEDIUM,APPROVED,2026-06-10,True,3,True,False,Mr Bryan Read,mr.bryan.read@akhtar-graham.com,+44(0)114 4960967,43076875.57,19,2018-12-20,2024-01-20
VND-000544,V00544,"Guzman, Simon and Johnson",Morales Ltd Ltd.,MANUFACTURER,CIVIL,India,Gujarat,Flemingside,26019,4376 Douglas Ford,,REG-IN-97770504,VAT794228271833138,TID-287112846,HSBC,IN384520360894118491,HSBCINXXX,90,318368.66,1.5,HIGH,PENDING,2021-12-09,False,4,False,False,Daniel Rodriguez,daniel.rodriguez@rodriguez-bell.org,(0191) 4960140,2495798.57,20,2021-02-12,2024-01-06
VND-000545,V00545,Williams LLC,Lane-Page LLC,SUBCONTRACTOR,OIL_GAS,UAE,Ajman,Lake Benjaminland,05567,1680 Nancy Rapids Apt. 342,,REG-AE-51172195,VAT886879158937184,TID-502619507,Wells Fargo,AE460186774037842339,WELLAEXXX,45,1716935.1,2.4,HIGH,CONDITIONAL,2020-01-06,True,4,False,False,Clifford Brennan,clifford.brennan@kerr-davis.biz,001-834-285-4842x03531,22208134.63,30,2017-07-10,2022-02-12
VND-000546,V00546,"Maldonado, Howe and Montoya",Mcdowell Ltd LLC,SUBCONTRACTOR,CIVIL,Saudi Arabia,Jubail,South Marieville,40275,8 Gregory Course,Apt. 874,REG-SA-22784092,VAT117150103961182,TID-891593366,JPMorgan Chase,SA526241784290292334,JPMOSAXXX,30,1314617.57,4.9,LOW,APPROVED,2028-08-24,False,3,False,False,Janet Miller,janet.miller@davis.info,+44(0)115 4960719,6834765.85,48,2015-05-11,2022-03-23
VND-000547,V00547,"Coates, Moss and Lamb",Hardin Group Inc.,MANUFACTURER,OIL_GAS,USA,Louisiana,Alvarezhaven,L21 4BD,3506 Church Ferry,,REG-US-32950147,VAT929730100760620,TID-737369593,BNP Paribas,US217329045759887592,BNPXUSXXX,30,931966.58,3.9,LOW,APPROVED,2027-03-23,False,3,False,False,Karl Harris,karl.harris@butler.net,(0114)4960684,1032232.9,30,2019-10-01,2023-10-01
VND-000548,V00548,"Carey, Walker and Pickering","Law, McDonald and Hall Corp.",LABOUR_CONTRACTOR,MULTI,Kuwait,Hawally,Mohammedmouth,L0A 1YP,"Flat 63x
Marsh Hill",,REG-KW-96843557,VAT784543893194020,TID-879061056,Barclays,KW220920711523802362,BARCKWXXX,90,498652.04,2.9,LOW,APPROVED,2026-08-30,True,3,False,False,Kathleen Collins,kathleen.collins@taylor.com,(871)772-6625,1630563.46,27,2022-05-28,2022-12-17
VND-000549,V00549,Hawkins Inc,Smith Ltd LLC,CONSULTANT,OIL_GAS,UAE,Sharjah,Patricktown,NP90 1UF,6238 David Ways,,REG-AE-16757047,VAT482435798523927,TID-353760819,Standard Chartered,AE158558819597721688,STANAEXXX,60,872810.14,3.2,MEDIUM,APPROVED,2027-06-30,False,4,False,False,Joyce Thomas,joyce.thomas@wall.biz,(632)282-2282,6293475.3,9,2020-05-14,2024-12-31
VND-000550,V00550,Campbell and Sons,Butler-Clark Corp.,SUPPLIER,OIL_GAS,Canada,Ontario,Roseberg,BB5H 7FG,4157 Carol Mountain,,REG-CA-43817770,VAT412351877481589,TID-399299747,Wells Fargo,CA172272002839482322,WELLCAXXX,60,1630483.97,3.6,LOW,EXPIRED,2023-09-03,False,4,False,False,Larry Larson,larry.larson@nelson.net,6287010419,508200.23,18,2020-06-18,2023-07-25
